sector,fulltitle,yes,no,average_wage,jobtype,exp_ed
RPR,RPR-CONTROL AND VALVE INSTALLERS AND REPAIRERS,502,23597,49057.7,CONTROL AND VALVE INSTALLERS AND REPAIRERS,Some College
RPR,"RPR-HEATING, AIR CONDITIONING, AND REFRIGERATION MECHANICS AND INSTALLERS",14314,418060,36543,"HEATING, AIR CONDITIONING, AND REFRIGERATION MECHANICS AND INSTALLERS",High School
RPR,RPR-HOME APPLIANCE REPAIRERS,1994,43978,28299.4,HOME APPLIANCE REPAIRERS,High School
RPR,RPR-INDUSTRIAL AND REFRACTORY MACHINERY MECHANICS,18128,452279,43062.7,INDUSTRIAL AND REFRACTORY MACHINERY MECHANICS,High School
RPR,"RPR-MAINTENANCE AND REPAIR WORKERS, GENERAL",31383,576557,36030.3,"MAINTENANCE AND REPAIR WORKERS, GENERAL",High School
RPR,"RPR-MAINTENANCE WORKERS, MACHINERY",1798,38155,45266.1,"MAINTENANCE WORKERS, MACHINERY",High School
RPR,RPR-MILLWRIGHTS,2277,56994,48518.2,MILLWRIGHTS,High School
RPR,RPR-ELECTRICAL POWER-LINE INSTALLERS AND REPAIRERS,3766,129927,64071.5,ELECTRICAL POWER-LINE INSTALLERS AND REPAIRERS,Some College
RPR,RPR-TELECOMMUNICATIONS LINE INSTALLERS AND REPAIRERS,6014,175051,42699.2,TELECOMMUNICATIONS LINE INSTALLERS AND REPAIRERS,Some College
RPR,RPR-PRECISION INSTRUMENT AND EQUIPMENT REPAIRERS,3926,73125,38440.9,PRECISION INSTRUMENT AND EQUIPMENT REPAIRERS,Some College
RPR,"RPR-COIN, VENDING, AND AMUSEMENT MACHINE SERVICERS AND REPAIRERS",1814,39326,23934.4,"COIN, VENDING, AND AMUSEMENT MACHINE SERVICERS AND REPAIRERS",Some College
RPR,RPR-LOCKSMITHS AND SAFE REPAIRERS,1583,28211,29738.8,LOCKSMITHS AND SAFE REPAIRERS,High School
RPR,RPR-RIGGERS,334,12579,43722.1,RIGGERS,High School
RPR,"RPR-HELPERS--INSTALLATION, MAINTENANCE, AND REPAIR WORKERS",1106,29658,17992.8,"HELPERS--INSTALLATION, MAINTENANCE, AND REPAIR WORKERS",High School
RPR,"RPR-MISCELLANEOUS INSTALLATION, MAINTENANCE, AND REPAIR",13550,352205,31198.1,"MISCELLANEOUS INSTALLATION, MAINTENANCE, AND REPAIR",High School
RPR,PRD-FIRST-LINE SUPERVISORS OF PRODUCTION AND OPERATING WORKERS,39531,979702,51431.3,FIRST-LINE SUPERVISORS OF PRODUCTION AND OPERATING WORKERS,Some College
RPR,"PRD-AIRCRAFT STRUCTURE, SURFACES, RIGGING, AND SYSTEMS ASSEMBLERS",513,8382,36480.5,"AIRCRAFT STRUCTURE, SURFACES, RIGGING, AND SYSTEMS ASSEMBLERS",High School
RPR,"PRD-ELECTRICAL, ELECTRONICS, AND ELECTROMECHANICAL ASSEMBLERS",8806,159542,26666.8,"ELECTRICAL, ELECTRONICS, AND ELECTROMECHANICAL ASSEMBLERS",High School
RPR,PRD-ENGINE AND OTHER MACHINE ASSEMBLERS,582,14374,33761.9,ENGINE AND OTHER MACHINE ASSEMBLERS,High School
RPR,PRD-STRUCTURAL METAL FABRICATORS AND FITTERS,1343,35304,32864.3,STRUCTURAL METAL FABRICATORS AND FITTERS,High School
RPR,PRD-MISCELLANEOUS ASSEMBLERS AND FABRICATORS,59532,1278638,25544.9,MISCELLANEOUS ASSEMBLERS AND FABRICATORS,High School
RPR,PRD-BAKERS,11794,283608,17604.4,BAKERS,High School
PRD,"PRD-BUTCHERS AND OTHER MEAT, POULTRY, AND FISH PROCESSING WORKERS",11681,317150,23338.4,"BUTCHERS AND OTHER MEAT, POULTRY, AND FISH PROCESSING WORKERS",High School
PRD,"PRD-FOOD AND TOBACCO ROASTING, BAKING, AND DRYING MACHINE OPERATORS AND TENDERS",322,11134,25917.9,"FOOD AND TOBACCO ROASTING, BAKING, AND DRYING MACHINE OPERATORS AND TENDERS",High School
PRD,PRD-FOOD BATCHMAKERS,5865,112365,19183.4,FOOD BATCHMAKERS,High School
PRD,PRD-FOOD COOKING MACHINE OPERATORS AND TENDERS,907,11469,14819.7,FOOD COOKING MACHINE OPERATORS AND TENDERS,High School
PRD,"PRD-FOOD PROCESSING WORKERS, ALL OTHER",5762,153688,27235.6,"FOOD PROCESSING WORKERS, ALL OTHER",High School
PRD,PRD-COMPUTER CONTROL PROGRAMMERS AND OPERATORS,3603,103334,39628.5,COMPUTER CONTROL PROGRAMMERS AND OPERATORS,Some College
PRD,"PRD-EXTRUDING AND DRAWING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",778,15153,31353.9,"EXTRUDING AND DRAWING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",High School
PRD,"PRD-FORGING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",467,8783,35060.6,"FORGING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",High School
PRD,"PRD-ROLLING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",604,9128,40947,"ROLLING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",High School
PRD,"PRD-MACHINE TOOL CUTTING SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",7550,177470,27900.9,"MACHINE TOOL CUTTING SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",High School
PRD,PRD-MACHINISTS,14839,396949,39595.1,MACHINISTS,High School
PRD,"PRD-METAL FURNACE OPERATORS, TENDERS, POURERS, AND CASTERS",1700,24912,38318.2,"METAL FURNACE OPERATORS, TENDERS, POURERS, AND CASTERS",High School
PRD,"PRD-MODEL MAKERS, PATTERNMAKERS, AND MOLDING MACHINE SETTERS, METAL AND PLASTIC",3244,56128,31534.6,"MODEL MAKERS, PATTERNMAKERS, AND MOLDING MACHINE SETTERS, METAL AND PLASTIC",High School
PRD,PRD-TOOL AND DIE MAKERS,3699,65931,44120.7,TOOL AND DIE MAKERS,High School
PRD,"PRD-WELDING, SOLDERING, AND BRAZING WORKERS",28990,734552,34537,"WELDING, SOLDERING, AND BRAZING WORKERS",High School
PRD,"PRD-MISCELLANEOUS METAL WORKERS AND PLASTIC WORKERS, INCLUDING MULTIPLE MACHINE TOOL SETTERS",21293,499409,30137.3,"MISCELLANEOUS METAL WORKERS AND PLASTIC WORKERS, INCLUDING MULTIPLE MACHINE TOOL SETTERS",High School
PRD,PRD-PREPRESS TECHNICIANS AND WORKERS,1419,29814,25140.6,PREPRESS TECHNICIANS AND WORKERS,Some College
PRD,PRD-PRINTING PRESS OPERATORS,8349,212388,28513,PRINTING PRESS OPERATORS,High School
PRD,PRD-PRINT BINDING AND FINISHING WORKERS,1242,26592,23164.4,PRINT BINDING AND FINISHING WORKERS,High School
PRD,PRD-LAUNDRY AND DRY-CLEANING WORKERS,14764,239190,15551.4,LAUNDRY AND DRY-CLEANING WORKERS,High School
PRD,"PRD-PRESSERS, TEXTILE, GARMENT, AND RELATED MATERIALS",3505,57039,14146.9,"PRESSERS, TEXTILE, GARMENT, AND RELATED MATERIALS",High School
PRD,PRD-SEWING MACHINE OPERATORS,15528,241979,15843.5,SEWING MACHINE OPERATORS,High School
PRD,PRD-SHOE AND LEATHER WORKERS,826,15869,15256,SHOE AND LEATHER WORKERS,High School
PRD,"PRD-TAILORS, DRESSMAKERS, AND SEWERS",7359,90327,15136.1,"TAILORS, DRESSMAKERS, AND SEWERS",High School
PRD,"PRD-TEXTILE BLEACHING AND DYEING, AND CUTTING MACHINE SETTERS, OPERATORS, AND TENDERS",421,13392,20946.1,"TEXTILE BLEACHING AND DYEING, AND CUTTING MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD,"PRD-TEXTILE KNITTING AND WEAVING MACHINE SETTERS, OPERATORS, AND TENDERS",1293,9643,19473.7,"TEXTILE KNITTING AND WEAVING MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD,"PRD-TEXTILE WINDING, TWISTING, AND DRAWING OUT MACHINE SETTERS, OPERATORS, AND TENDERS",1398,14835,19542.9,"TEXTILE WINDING, TWISTING, AND DRAWING OUT MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD,PRD-UPHOLSTERERS,2150,38653,19277,UPHOLSTERERS,High School
PRD,"PRD-MISCELLANEOUS TEXTILE, APPAREL, AND FURNISHINGS WORKERS, EXCEPT UPHOLSTERERS",781,22693,23874.2,"MISCELLANEOUS TEXTILE, APPAREL, AND FURNISHINGS WORKERS, EXCEPT UPHOLSTERERS",High School
PRD,PRD-CABINETMAKERS AND BENCH CARPENTERS,2913,57238,21784.4,CABINETMAKERS AND BENCH CARPENTERS,High School
PRD,PRD-FURNITURE FINISHERS,674,17656,18171.7,FURNITURE FINISHERS,High School
PRD,"PRD-SAWING MACHINE SETTERS, OPERATORS, AND TENDERS, WOOD",1896,42535,20248.2,"SAWING MACHINE SETTERS, OPERATORS, AND TENDERS, WOOD",High School
PRD,"PRD-WOODWORKING MACHINE SETTERS, OPERATORS, AND TENDERS, EXCEPT SAWING",832,19646,19380.3,"WOODWORKING MACHINE SETTERS, OPERATORS, AND TENDERS, EXCEPT SAWING",High School
PRD,"PRD-MISCELLANEOUS WOODWORKERS, INCLUDING MODEL MAKERS AND PATTERNMAKERS",1217,40027,20726.2,"MISCELLANEOUS WOODWORKERS, INCLUDING MODEL MAKERS AND PATTERNMAKERS",High School
PRD,"PRD-POWER PLANT OPERATORS, DISTRIBUTORS, AND DISPATCHERS",1360,54625,78251.6,"POWER PLANT OPERATORS, DISTRIBUTORS, AND DISPATCHERS",Some College
PRD,PRD-STATIONARY ENGINEERS AND BOILER OPERATORS,4394,110438,51553.3,STATIONARY ENGINEERS AND BOILER OPERATORS,Some College
PRD,PRD-WATER AND WASTEWATER TREATMENT PLANT AND SYSTEM OPERATORS,3633,93633,44531.3,WATER AND WASTEWATER TREATMENT PLANT AND SYSTEM OPERATORS,Some College
PRD,PRD-MISCELLANEOUS PLANT AND SYSTEM OPERATORS,2057,51716,56570.7,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,Some College
PRD,"PRD-CHEMICAL PROCESSING MACHINE SETTERS, OPERATORS, AND TENDERS",1983,61482,44423.5,"CHEMICAL PROCESSING MACHINE SETTERS, OPERATORS, AND TENDERS",Some College
PRD,"PRD-CRUSHING, GRINDING, POLISHING, MIXING, AND BLENDING WORKERS",4183,104496,33804.3,"CRUSHING, GRINDING, POLISHING, MIXING, AND BLENDING WORKERS",High School
PRD,PRD-CUTTING WORKERS,6809,85190,21464.1,CUTTING WORKERS,High School
PRD,"PRD-EXTRUDING, FORMING, PRESSING, AND COMPACTING MACHINE SETTERS, OPERATORS, AND TENDERS",1554,30713,30098.4,"EXTRUDING, FORMING, PRESSING, AND COMPACTING MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD,"PRD-FURNACE, KILN, OVEN, DRIER, AND KETTLE OPERATORS AND TENDERS",364,16382,32291.8,"FURNACE, KILN, OVEN, DRIER, AND KETTLE OPERATORS AND TENDERS",High School
PRD,"PRD-INSPECTORS, TESTERS, SORTERS, SAMPLERS, AND WEIGHERS",49565,949602,34500.9,"INSPECTORS, TESTERS, SORTERS, SAMPLERS, AND WEIGHERS",Some College
PRD,PRD-JEWELERS AND PRECIOUS STONE AND METAL WORKERS,2539,51097,23325.4,JEWELERS AND PRECIOUS STONE AND METAL WORKERS,Some College
PRD,"PRD-MEDICAL, DENTAL, AND OPHTHALMIC LABORATORY TECHNICIANS",3715,102005,28805.5,"MEDICAL, DENTAL, AND OPHTHALMIC LABORATORY TECHNICIANS",Some College
PRD,PRD-PACKAGING AND FILLING MACHINE OPERATORS AND TENDERS,14987,338509,19924.4,PACKAGING AND FILLING MACHINE OPERATORS AND TENDERS,High School
PRD,PRD-PAINTING WORKERS,6403,178014,29455.3,PAINTING WORKERS,High School
PRD,PRD-PHOTOGRAPHIC PROCESS WORKERS AND PROCESSING MACHINE OPERATORS,1919,35782,26782.8,PHOTOGRAPHIC PROCESS WORKERS AND PROCESSING MACHINE OPERATORS,Some College
PRD,PRD-ADHESIVE BONDING MACHINE OPERATORS AND TENDERS,559,10213,24233,ADHESIVE BONDING MACHINE OPERATORS AND TENDERS,High School
PRD,PRD-ETCHERS AND ENGRAVERS,923,11804,21913.7,ETCHERS AND ENGRAVERS,Some College
PRD,"PRD-MOLDERS, SHAPERS, AND CASTERS, EXCEPT METAL AND PLASTIC",485,37205,27755.7,"MOLDERS, SHAPERS, AND CASTERS, EXCEPT METAL AND PLASTIC",High School
PRD,"PRD-PAPER GOODS MACHINE SETTERS, OPERATORS, AND TENDERS",1475,28251,28850,"PAPER GOODS MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD,PRD-TIRE BUILDERS,63,16824,38975.5,TIRE BUILDERS,High School
PRD,PRD-HELPERS-PRODUCTION WORKERS,1692,69428,17984.8,HELPERS-PRODUCTION WORKERS,High School
PRD,"PRD-MISCELLANEOUS PRODUCTION WORKERS, INCLUDING SEMICONDUCTOR PROCESSORS",77356,1543058,28542.5,"MISCELLANEOUS PRODUCTION WORKERS, INCLUDING SEMICONDUCTOR PROCESSORS",High School
TRN,TRN-SUPERVISORS OF TRANSPORTATION AND MATERIAL MOVING WORKERS,7755,246004,44806.9,SUPERVISORS OF TRANSPORTATION AND MATERIAL MOVING WORKERS,Some College
TRN,TRN-AIRCRAFT PILOTS AND FLIGHT ENGINEERS,1941,164554,107038.6,AIRCRAFT PILOTS AND FLIGHT ENGINEERS,Bachelor Degree
TRN,TRN-AIR TRAFFIC CONTROLLERS AND AIRFIELD OPERATIONS SPECIALISTS,681,50498,74452.2,AIR TRAFFIC CONTROLLERS AND AIRFIELD OPERATIONS SPECIALISTS,Some College
TRN,TRN-FLIGHT ATTENDANTS,2336,113919,38985.8,FLIGHT ATTENDANTS,Some College
TRN,"TRN-AMBULANCE DRIVERS AND ATTENDANTS, EXCEPT EMERGENCY MEDICAL TECHNICIANS",1034,15880,21931.6,"AMBULANCE DRIVERS AND ATTENDANTS, EXCEPT EMERGENCY MEDICAL TECHNICIANS",Some College
TRN,TRN-BUS DRIVERS,56601,715465,22476.6,BUS DRIVERS,Some College
TRN,TRN-DRIVER/SALES WORKERS AND TRUCK DRIVERS,214522,4042669,31838,DRIVER/SALES WORKERS AND TRUCK DRIVERS,High School
TRN,TRN-TAXI DRIVERS AND CHAUFFEURS,31979,494208,17466.1,TAXI DRIVERS AND CHAUFFEURS,Some College
TRN,"TRN-MOTOR VEHICLE OPERATORS, ALL OTHER",7445,70387,11969.2,"MOTOR VEHICLE OPERATORS, ALL OTHER",Some College
TRN,TRN-LOCOMOTIVE ENGINEERS AND OPERATORS,1715,49529,70658.7,LOCOMOTIVE ENGINEERS AND OPERATORS,Some College
TRN,TRN-RAILROAD CONDUCTORS AND YARDMASTERS,1697,64412,55472.1,RAILROAD CONDUCTORS AND YARDMASTERS,Some College
TRN,"TRN-SUBWAY, STREETCAR, AND OTHER RAIL TRANSPORTATION WORKERS",1586,23001,44642.2,"SUBWAY, STREETCAR, AND OTHER RAIL TRANSPORTATION WORKERS",Some College
TRN,"TRN-SAILORS AND MARINE OILERS, AND SHIP ENGINEERS",1030,43675,42117.6,"SAILORS AND MARINE OILERS, AND SHIP ENGINEERS",Some College
TRN,TRN-SHIP AND BOAT CAPTAINS AND OPERATORS,1587,58442,59330.2,SHIP AND BOAT CAPTAINS AND OPERATORS,Some College
TRN,TRN-PARKING LOT ATTENDANTS,3051,108582,16359.6,PARKING LOT ATTENDANTS,High School
TRN,TRN-AUTOMOTIVE AND WATERCRAFT SERVICE ATTENDANTS,5663,121797,15233.8,AUTOMOTIVE AND WATERCRAFT SERVICE ATTENDANTS,High School
TRN,TRN-TRANSPORTATION INSPECTORS,2726,51811,47222.3,TRANSPORTATION INSPECTORS,Some College
TRN,"TRN-TRANSPORTATION ATTENDANTS, EXCEPT FLIGHT ATTENDANTS",3528,40764,19798.1,"TRANSPORTATION ATTENDANTS, EXCEPT FLIGHT ATTENDANTS",High School
TRN,"TRN-MISCELLANEOUS TRANSPORTATION WORKERS, INCLUDING BRIDGE AND LOCK TENDERS AND TRAFFIC TECHNICIANS",1487,36433,36233.3,"MISCELLANEOUS TRANSPORTATION WORKERS, INCLUDING BRIDGE AND LOCK TENDERS AND TRAFFIC TECHNICIANS",Some College
TRN,TRN-CRANE AND TOWER OPERATORS,2403,67467,54529.5,CRANE AND TOWER OPERATORS,High School
TRN,"TRN-DREDGE, EXCAVATING, AND LOADING MACHINE OPERATORS",1775,41928,29435.3,"DREDGE, EXCAVATING, AND LOADING MACHINE OPERATORS",High School
TRN,"TRN-CONVEYOR OPERATORS AND TENDERS, AND HOIST AND WINCH OPERATORS",236,17128,36807.8,"CONVEYOR OPERATORS AND TENDERS, AND HOIST AND WINCH OPERATORS",High School
TRN,TRN-INDUSTRIAL TRUCK AND TRACTOR OPERATORS,25802,680509,27009.2,INDUSTRIAL TRUCK AND TRACTOR OPERATORS,High School
TRN,TRN-CLEANERS OF VEHICLES AND EQUIPMENT,19158,482372,15399.6,CLEANERS OF VEHICLES AND EQUIPMENT,High School
TRN,"TRN-LABORERS AND FREIGHT, STOCK, AND MATERIAL MOVERS, HAND",105244,2969274,19586.6,"LABORERS AND FREIGHT, STOCK, AND MATERIAL MOVERS, HAND",High School
TRN,TRN-MACHINE FEEDERS AND OFFBEARERS,2659,36608,17685.7,MACHINE FEEDERS AND OFFBEARERS,High School
TRN,"TRN-PACKERS AND PACKAGERS, HAND",33063,667545,15303.1,"PACKERS AND PACKAGERS, HAND",High School
TRN,TRN-PUMPING STATION OPERATORS,1554,32191,46409.8,PUMPING STATION OPERATORS,High School
TRN,TRN-REFUSE AND RECYCLABLE MATERIAL COLLECTORS,7401,127693,20268.5,REFUSE AND RECYCLABLE MATERIAL COLLECTORS,High School
TRN,"TRN-MISCELLANEOUS MATERIAL MOVING WORKERS, INCLUDING MINE SHUTTLE CAR OPERATORS, AND TANK CAR, TRUCK, AND SHIP LOADERS",3586,71024,30598.8,"MISCELLANEOUS MATERIAL MOVING WORKERS, INCLUDING MINE SHUTTLE CAR OPERATORS, AND TANK CAR, TRUCK, AND SHIP LOADERS",High School
MIL,MIL-MILITARY OFFICER SPECIAL AND TACTICAL OPERATIONS LEADERS,962,48132,58631.2,MILITARY OFFICER SPECIAL AND TACTICAL OPERATIONS LEADERS,Bachelor Degree
MIL,MIL-FIRST-LINE ENLISTED MILITARY SUPERVISORS,5332,105686,51594.2,FIRST-LINE ENLISTED MILITARY SUPERVISORS,Some College
MIL,MIL-MILITARY ENLISTED TACTICAL OPERATIONS AND AIR/WEAPONS SPECIALISTS AND CREW MEMBERS,2314,169205,24305.7,MILITARY ENLISTED TACTICAL OPERATIONS AND AIR/WEAPONS SPECIALISTS AND CREW MEMBERS,Some College
MIL,"MIL-MILITARY, RANK NOT SPECIFIED **",6419,268558,40756.4,"MILITARY, RANK NOT SPECIFIED **",Some College
NA,UNEMPLOYED AND LAST WORKED 5 YEARS AGO OR EARLIER OR NEVER WORKED **,108854,2025020,0,UNEMPLOYED AND LAST WORKED 5 YEARS AGO OR EARLIER OR NEVER WORKED **,High School
