sector,fulltitle,yes,no,average_wage,jobtype,exp_ed
HLS,HLS-VETERINARY ASSISTANTS AND LABORATORY ANIMAL CARETAKERS,2182,63727,18030.2,VETERINARY ASSISTANTS AND LABORATORY ANIMAL CARETAKERS,Some College
HLS,HLS-PHLEBOTOMISTS,6651,138588,23974,PHLEBOTOMISTS,Some College
HLS,"HLS-HEALTHCARE SUPPORT WORKERS, ALL OTHER, INCLUDING MEDICAL EQUIPMENT PREPARERS",6850,191797,22483.7,"HEALTHCARE SUPPORT WORKERS, ALL OTHER, INCLUDING MEDICAL EQUIPMENT PREPARERS",Some College
PRT,PRT-FIRST-LINE SUPERVISORS OF CORRECTIONAL OFFICERS,4648,67332,48857.4,FIRST-LINE SUPERVISORS OF CORRECTIONAL OFFICERS,Some College
PRT,PRT-FIRST-LINE SUPERVISORS OF POLICE AND DETECTIVES,4560,115239,70324.6,FIRST-LINE SUPERVISORS OF POLICE AND DETECTIVES,Some College
PRT,PRT-FIRST-LINE SUPERVISORS OF FIRE FIGHTING AND PREVENTION WORKERS,1185,56913,73292.9,FIRST-LINE SUPERVISORS OF FIRE FIGHTING AND PREVENTION WORKERS,Some College
PRT,"PRT-FIRST-LINE SUPERVISORS OF PROTECTIVE SERVICE WORKERS, ALL OTHER",4212,83694,47391.7,"FIRST-LINE SUPERVISORS OF PROTECTIVE SERVICE WORKERS, ALL OTHER",Some College
PRT,PRT-FIREFIGHTERS,6799,309726,59252.9,FIREFIGHTERS,Some College
PRT,PRT-FIRE INSPECTORS,722,23226,44571.1,FIRE INSPECTORS,Some College
PRT,"PRT-BAILIFFS, CORRECTIONAL OFFICERS, AND JAILERS",23102,468702,41157.8,"BAILIFFS, CORRECTIONAL OFFICERS, AND JAILERS",Some College
PRT,PRT-DETECTIVES AND CRIMINAL INVESTIGATORS,3972,142081,67384.5,DETECTIVES AND CRIMINAL INVESTIGATORS,Bachelor Degree
PRT,PRT-MISCELLANEOUS LAW ENFORCEMENT WORKERS,422,15864,32325.5,MISCELLANEOUS LAW ENFORCEMENT WORKERS,Some College
PRT,PRT-POLICE OFFICERS,20391,792251,58646.6,POLICE OFFICERS,Some College
PRT,PRT-ANIMAL CONTROL WORKERS,878,10276,36285.7,ANIMAL CONTROL WORKERS,Some College
PRT,PRT-PRIVATE DETECTIVES AND INVESTIGATORS,4241,94621,46753.8,PRIVATE DETECTIVES AND INVESTIGATORS,Bachelor Degree
PRT,PRT-SECURITY GUARDS AND GAMING SURVEILLANCE OFFICERS,76557,1191083,24968.8,SECURITY GUARDS AND GAMING SURVEILLANCE OFFICERS,Some College
PRT,PRT-CROSSING GUARDS,6868,83970,13731.4,CROSSING GUARDS,High School
PRT,PRT-TRANSPORTATION SECURITY SCREENERS,1738,36686,39204.6,TRANSPORTATION SECURITY SCREENERS,Some College
PRT,"PRT-LIFEGUARDS AND OTHER RECREATIONAL, AND ALL OTHER PROTECTIVE SERVICE WORKERS",2619,332579,6427.6,"LIFEGUARDS AND OTHER RECREATIONAL, AND ALL OTHER PROTECTIVE SERVICE WORKERS",High School
EAT,EAT-CHEFS AND HEAD COOKS,15993,485342,27149.7,CHEFS AND HEAD COOKS,Some College
EAT,EAT-FIRST-LINE SUPERVISORS OF FOOD PREPARATION AND SERVING WORKERS,23521,629609,22811.1,FIRST-LINE SUPERVISORS OF FOOD PREPARATION AND SERVING WORKERS,Some College
EAT,EAT-COOKS,125282,3011418,13366.2,COOKS,High School
EAT,EAT-FOOD PREPARATION WORKERS,46082,1322901,10404.3,FOOD PREPARATION WORKERS,High School
EAT,EAT-BARTENDERS,14940,516418,19399.9,BARTENDERS,Some College
EAT,"EAT-COMBINED FOOD PREPARATION AND SERVING WORKERS, INCLUDING FAST FOOD",19486,518395,10018.9,"COMBINED FOOD PREPARATION AND SERVING WORKERS, INCLUDING FAST FOOD",High School
EAT,"EAT-COUNTER ATTENDANTS, CAFETERIA, FOOD CONCESSION, AND COFFEE SHOP",5792,301797,6527.2,"COUNTER ATTENDANTS, CAFETERIA, FOOD CONCESSION, AND COFFEE SHOP",High School
EAT,EAT-WAITERS AND WAITRESSES,56724,2896253,12746.5,WAITERS AND WAITRESSES,Some College
EAT,"EAT-FOOD SERVERS, NONRESTAURANT",10164,237634,13246.4,"FOOD SERVERS, NONRESTAURANT",High School
EAT,"EAT-MISCELLANEOUS FOOD PREPARATION AND SERVING RELATED WORKERS, INCLUDING DINING ROOM AND CAFETERIA ATTENDANTS AND BARTENDER HELPERS",15707,497642,9847.7,"MISCELLANEOUS FOOD PREPARATION AND SERVING RELATED WORKERS, INCLUDING DINING ROOM AND CAFETERIA ATTENDANTS AND BARTENDER HELPERS",High School
EAT,EAT-DISHWASHERS,21447,478758,8654.1,DISHWASHERS,High School
EAT,"EAT-HOSTS AND HOSTESSES, RESTAURANT, LOUNGE, AND COFFEE SHOP",6541,441528,6745,"HOSTS AND HOSTESSES, RESTAURANT, LOUNGE, AND COFFEE SHOP",High School
CLN,CLN-FIRST-LINE SUPERVISORS OF HOUSEKEEPING AND JANITORIAL WORKERS,16416,257779,28790,FIRST-LINE SUPERVISORS OF HOUSEKEEPING AND JANITORIAL WORKERS,High School
CLN,"CLN-FIRST-LINE SUPERVISORS OF LANDSCAPING, LAWN SERVICE, AND GROUNDSKEEPING WORKERS",4508,175621,29542,"FIRST-LINE SUPERVISORS OF LANDSCAPING, LAWN SERVICE, AND GROUNDSKEEPING WORKERS",Some College
CLN,CLN-JANITORS AND BUILDING CLEANERS,189924,3112759,17568.9,JANITORS AND BUILDING CLEANERS,High School
CLN,CLN-MAIDS AND HOUSEKEEPING CLEANERS,109645,1985140,10775.6,MAIDS AND HOUSEKEEPING CLEANERS,High School
CLN,CLN-PEST CONTROL WORKERS,2263,85058,27417,PEST CONTROL WORKERS,Some College
CLN,CLN-GROUNDS MAINTENANCE WORKERS,67006,1782848,13569.4,GROUNDS MAINTENANCE WORKERS,High School
PRS,PRS-FIRST-LINE SUPERVISORS OF GAMING WORKERS,932,26341,35436.5,FIRST-LINE SUPERVISORS OF GAMING WORKERS,Some College
PRS,PRS-FIRST-LINE SUPERVISORS OF PERSONAL SERVICE WORKERS,3056,94772,26973.8,FIRST-LINE SUPERVISORS OF PERSONAL SERVICE WORKERS,Some College
PRS,PRS-ANIMAL TRAINERS,1868,48675,16746.2,ANIMAL TRAINERS,Some College
PRS,PRS-NONFARM ANIMAL CARETAKERS,10308,299674,12489.9,NONFARM ANIMAL CARETAKERS,Some College
PRS,PRS-GAMING SERVICES WORKERS,7082,121587,28523.9,GAMING SERVICES WORKERS,Some College
PRS,PRS-MOTION PICTURE PROJECTIONISTS,17,4136,17389,MOTION PICTURE PROJECTIONISTS,Some College
PRS,"PRS-USHERS, LOBBY ATTENDANTS, AND TICKET TAKERS",4376,72692,6352.7,"USHERS, LOBBY ATTENDANTS, AND TICKET TAKERS",Some College
PRS,PRS-MISCELLANEOUS ENTERTAINMENT ATTENDANTS AND RELATED WORKERS,9706,327095,9270.1,MISCELLANEOUS ENTERTAINMENT ATTENDANTS AND RELATED WORKERS,Some College
PRS,PRS-EMBALMERS AND FUNERAL ATTENDANTS,1684,20964,18939.8,EMBALMERS AND FUNERAL ATTENDANTS,Some College
PRS,"PRS-MORTICIANS, UNDERTAKERS, AND FUNERAL DIRECTORS",2225,39413,48299.1,"MORTICIANS, UNDERTAKERS, AND FUNERAL DIRECTORS",Some College
PRS,PRS-BARBERS,6475,116544,10629.8,BARBERS,High School
PRS,"PRS-HAIRDRESSERS, HAIRSTYLISTS, AND COSMETOLOGISTS",38546,967546,13368,"HAIRDRESSERS, HAIRSTYLISTS, AND COSMETOLOGISTS",High School
PRS,PRS-MISCELLANEOUS PERSONAL APPEARANCE WORKERS,6262,366982,14964.3,MISCELLANEOUS PERSONAL APPEARANCE WORKERS,High School
PRS,"PRS-BAGGAGE PORTERS, BELLHOPS, AND CONCIERGES",3380,97787,24875.4,"BAGGAGE PORTERS, BELLHOPS, AND CONCIERGES",Some College
PRS,PRS-TOUR AND TRAVEL GUIDES,2509,81909,12870.6,TOUR AND TRAVEL GUIDES,Some College
PRS,PRS-CHILDCARE WORKERS,75537,1798014,7865.2,CHILDCARE WORKERS,Some College
PRS,PRS-PERSONAL CARE AIDES,135901,1668142,13946.7,PERSONAL CARE AIDES,High School
PRS,PRS-RECREATION AND FITNESS WORKERS,15016,623745,13772,RECREATION AND FITNESS WORKERS,Some College
PRS,PRS-RESIDENTIAL ADVISORS,2610,90439,12872.3,RESIDENTIAL ADVISORS,Some College
PRS,"PRS-PERSONAL CARE AND SERVICE WORKERS, ALL OTHER",7922,194151,13360.1,"PERSONAL CARE AND SERVICE WORKERS, ALL OTHER",Some College
SAL,SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS,118529,3436970,38509.7,FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS,Some College
SAL,SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS,41742,1335539,68334.5,FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS,Some College
SAL,SAL-CASHIERS,181587,4713546,10095.1,CASHIERS,High School
SAL,SAL-COUNTER AND RENTAL CLERKS,5367,118828,20067.3,COUNTER AND RENTAL CLERKS,Some College
SAL,SAL-PARTS SALESPERSONS,4571,138366,29667.8,PARTS SALESPERSONS,High School
SAL,SAL-RETAIL SALESPERSONS,152884,4550848,20557.6,RETAIL SALESPERSONS,Some College
SAL,SAL-ADVERTISING SALES AGENTS,5989,190555,57533.1,ADVERTISING SALES AGENTS,Bachelor Degree
SAL,SAL-INSURANCE SALES AGENTS,18977,630843,50462.1,INSURANCE SALES AGENTS,Some College
SAL,"SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES AGENTS",5633,275570,111362.2,"SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES AGENTS",Bachelor Degree
SAL,SAL-TRAVEL AGENTS,2558,90703,26794,TRAVEL AGENTS,Some College
SAL,"SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER",18410,756375,64298.8,"SALES REPRESENTATIVES, SERVICES, ALL OTHER",Some College
SAL,"SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING",33449,1565342,65774,"SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING",Some College
SAL,"SAL-MODELS, DEMONSTRATORS, AND PRODUCT PROMOTERS",7267,90920,12711.7,"MODELS, DEMONSTRATORS, AND PRODUCT PROMOTERS",Some College
SAL,SAL-REAL ESTATE BROKERS AND SALES AGENTS,34730,960886,40841.4,REAL ESTATE BROKERS AND SALES AGENTS,Some College
SAL,SAL-SALES ENGINEERS,400,37650,99899.2,SALES ENGINEERS,Bachelor Degree
SAL,SAL-TELEMARKETERS,9818,131527,14140.7,TELEMARKETERS,Some College
SAL,"SAL-DOOR-TO-DOOR SALES WORKERS, NEWS AND STREET VENDORS, AND RELATED WORKERS",15571,199775,11074.2,"DOOR-TO-DOOR SALES WORKERS, NEWS AND STREET VENDORS, AND RELATED WORKERS",Some College
SAL,"SAL-SALES AND RELATED WORKERS, ALL OTHER",19055,355329,43468.2,"SALES AND RELATED WORKERS, ALL OTHER",Some College
OFF,OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE SUPPORT WORKERS,64918,1556769,45257.9,FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE SUPPORT WORKERS,Some College
OFF,"OFF-SWITCHBOARD OPERATORS, INCLUDING ANSWERING SERVICE",3263,38039,20552.1,"SWITCHBOARD OPERATORS, INCLUDING ANSWERING SERVICE",Some College
OFF,OFF-TELEPHONE OPERATORS,4756,47692,19189.9,TELEPHONE OPERATORS,Some College
OFF,"OFF-COMMUNICATIONS EQUIPMENT OPERATORS, ALL OTHER",230,13800,37864.8,"COMMUNICATIONS EQUIPMENT OPERATORS, ALL OTHER",Some College
OFF,OFF-BILL AND ACCOUNT COLLECTORS,10499,203685,27540.4,BILL AND ACCOUNT COLLECTORS,Some College
OFF,OFF-BILLING AND POSTING CLERKS,24519,545903,29322.9,BILLING AND POSTING CLERKS,Some College
OFF,"OFF-BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS",74138,1418078,28069.9,"BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS",Some College
OFF,OFF-GAMING CAGE WORKERS,174,8678,23033.9,GAMING CAGE WORKERS,Some College
OFF,OFF-PAYROLL AND TIMEKEEPING CLERKS,7425,191614,34211.7,PAYROLL AND TIMEKEEPING CLERKS,Some College
OFF,OFF-PROCUREMENT CLERKS,577,36664,48487.3,PROCUREMENT CLERKS,Some College
OFF,OFF-TELLERS,11207,419023,19575,TELLERS,Some College
OFF,"OFF-FINANCIAL CLERKS, ALL OTHER",2655,139157,60405,"FINANCIAL CLERKS, ALL OTHER",Some College
OFF,OFF-BROKERAGE CLERKS,0,6848,40629,BROKERAGE CLERKS,Some College
OFF,"OFF-COURT, MUNICIPAL, AND LICENSE CLERKS",4429,87799,31407,"COURT, MUNICIPAL, AND LICENSE CLERKS",Some College
OFF,"OFF-CREDIT AUTHORIZERS, CHECKERS, AND CLERKS",2169,57337,37930.3,"CREDIT AUTHORIZERS, CHECKERS, AND CLERKS",Some College
OFF,OFF-CUSTOMER SERVICE REPRESENTATIVES,118143,3298720,24661.2,CUSTOMER SERVICE REPRESENTATIVES,Some College
OFF,"OFF-ELIGIBILITY INTERVIEWERS, GOVERNMENT PROGRAMS",5148,83430,35489.5,"ELIGIBILITY INTERVIEWERS, GOVERNMENT PROGRAMS",Some College
OFF,OFF-FILE CLERKS,15628,342804,19208,FILE CLERKS,Some College
OFF,"OFF-HOTEL, MOTEL, AND RESORT DESK CLERKS",8437,175083,16502.1,"HOTEL, MOTEL, AND RESORT DESK CLERKS",Some College
OFF,"OFF-INTERVIEWERS, EXCEPT ELIGIBILITY AND LOAN",14244,179707,20494.7,"INTERVIEWERS, EXCEPT ELIGIBILITY AND LOAN",Some College
OFF,"OFF-LIBRARY ASSISTANTS, CLERICAL",6307,134155,12882.7,"LIBRARY ASSISTANTS, CLERICAL",Some College
OFF,OFF-LOAN INTERVIEWERS AND CLERKS,4702,131912,37006.9,LOAN INTERVIEWERS AND CLERKS,Some College
OFF,OFF-NEW ACCOUNTS CLERKS,535,17748,41781.6,NEW ACCOUNTS CLERKS,Some College
OFF,OFF-CORRESPONDENCE CLERKS AND ORDER CLERKS,7431,174300,24794,CORRESPONDENCE CLERKS AND ORDER CLERKS,Some College
OFF,"OFF-HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIMEKEEPING",2595,61293,30600.1,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIMEKEEPING",Some College
OFF,OFF-RECEPTIONISTS AND INFORMATION CLERKS,75349,1491293,17712.3,RECEPTIONISTS AND INFORMATION CLERKS,Some College
OFF,OFF-RESERVATION AND TRANSPORTATION TICKET AGENTS AND TRAVEL CLERKS,6328,149366,29892.4,RESERVATION AND TRANSPORTATION TICKET AGENTS AND TRAVEL CLERKS,Some College
OFF,"OFF-INFORMATION AND RECORD CLERKS, ALL OTHER",7151,129491,24680.5,"INFORMATION AND RECORD CLERKS, ALL OTHER",Some College
OFF,OFF-CARGO AND FREIGHT AGENTS,1046,23579,33801,CARGO AND FREIGHT AGENTS,Some College
OFF,OFF-COURIERS AND MESSENGERS,10928,268233,25899.9,COURIERS AND MESSENGERS,Some College
OFF,OFF-DISPATCHERS,18456,315484,33398.2,DISPATCHERS,Some College
OFF,"OFF-METER READERS, UTILITIES",2028,32499,33777.2,"METER READERS, UTILITIES",Some College
OFF,OFF-POSTAL SERVICE CLERKS,9770,131186,39293.2,POSTAL SERVICE CLERKS,Some College
OFF,OFF-POSTAL SERVICE MAIL CARRIERS,14787,379629,40097.7,POSTAL SERVICE MAIL CARRIERS,Some College
OFF,"OFF-POSTAL SERVICE MAIL SORTERS, PROCESSORS, AND PROCESSING MACHINE OPERATORS",5945,83352,35096.8,"POSTAL SERVICE MAIL SORTERS, PROCESSORS, AND PROCESSING MACHINE OPERATORS",Some College
OFF,"OFF-PRODUCTION, PLANNING, AND EXPEDITING CLERKS",12586,361216,40617.4,"PRODUCTION, PLANNING, AND EXPEDITING CLERKS",Some College
OFF,"OFF-SHIPPING, RECEIVING, AND TRAFFIC CLERKS",26840,727074,24618.7,"SHIPPING, RECEIVING, AND TRAFFIC CLERKS",High School
OFF,OFF-STOCK CLERKS AND ORDER FILLERS,87207,2148794,16927.5,STOCK CLERKS AND ORDER FILLERS,High School
OFF,"OFF-WEIGHERS, MEASURERS, CHECKERS, AND SAMPLERS, RECORDKEEPING",4600,94925,29551.5,"WEIGHERS, MEASURERS, CHECKERS, AND SAMPLERS, RECORDKEEPING",Some College
OFF,OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS,180804,4015398,27221.6,SECRETARIES AND ADMINISTRATIVE ASSISTANTS,Some College
OFF,OFF-COMPUTER OPERATORS,4232,111774,34477.2,COMPUTER OPERATORS,Some College
OFF,OFF-DATA ENTRY KEYERS,25762,448270,22140.5,DATA ENTRY KEYERS,Some College
OFF,OFF-WORD PROCESSORS AND TYPISTS,18666,386933,23093.6,WORD PROCESSORS AND TYPISTS,Some College
OFF,OFF-INSURANCE CLAIMS AND POLICY PROCESSING CLERKS,17675,439839,33324.4,INSURANCE CLAIMS AND POLICY PROCESSING CLERKS,Some College
OFF,"OFF-MAIL CLERKS AND MAIL MACHINE OPERATORS, EXCEPT POSTAL SERVICE",6347,106693,18788.1,"MAIL CLERKS AND MAIL MACHINE OPERATORS, EXCEPT POSTAL SERVICE",Some College
OFF,"OFF-OFFICE CLERKS, GENERAL",68338,1682694,23303.1,"OFFICE CLERKS, GENERAL",Some College
OFF,"OFF-OFFICE MACHINE OPERATORS, EXCEPT COMPUTER",1461,53233,19081.5,"OFFICE MACHINE OPERATORS, EXCEPT COMPUTER",Some College
OFF,OFF-PROOFREADERS AND COPY MARKERS,859,16417,17602.7,PROOFREADERS AND COPY MARKERS,Bachelor Degree
OFF,OFF-STATISTICAL ASSISTANTS,1054,23068,40587.4,STATISTICAL ASSISTANTS,Some College
OFF,"OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS",31125,740398,32113,"MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS",Some College
FFF,"FFF-FIRST-LINE SUPERVISORS OF FARMING, FISHING, AND FORESTRY WORKERS",2555,68364,33432.6,"FIRST-LINE SUPERVISORS OF FARMING, FISHING, AND FORESTRY WORKERS",High School
FFF,FFF-AGRICULTURAL INSPECTORS,1329,16918,35379.6,AGRICULTURAL INSPECTORS,Some College
FFF,"FFF-GRADERS AND SORTERS, AGRICULTURAL PRODUCTS",4430,81948,13854.6,"GRADERS AND SORTERS, AGRICULTURAL PRODUCTS",High School
FFF,"FFF-MISCELLANEOUS AGRICULTURAL WORKERS, INCLUDING ANIMAL BREEDERS",42191,1171866,15986.2,"MISCELLANEOUS AGRICULTURAL WORKERS, INCLUDING ANIMAL BREEDERS",High School
FFF,FFF-FISHING AND HUNTING WORKERS,2202,58712,14973.2,FISHING AND HUNTING WORKERS,High School
FFF,FFF-FOREST AND CONSERVATION WORKERS,1291,17041,23121.5,FOREST AND CONSERVATION WORKERS,High School
FFF,FFF-LOGGING WORKERS,3913,78915,19466.4,LOGGING WORKERS,High School
CON,CON-FIRST-LINE SUPERVISORS OF CONSTRUCTION TRADES AND EXTRACTION WORKERS,36591,856859,52783.6,FIRST-LINE SUPERVISORS OF CONSTRUCTION TRADES AND EXTRACTION WORKERS,High School
CON,CON-BOILERMAKERS,1057,20984,49115.2,BOILERMAKERS,High School
CON,"CON-BRICKMASONS, BLOCKMASONS, STONEMASONS, AND",6239,179100,25219.3,"BRICKMASONS, BLOCKMASONS, STONEMASONS, AND",High School
CON,CON-CARPENTERS,56608,1488721,23455.5,CARPENTERS,High School
CON,"CON-CARPET, FLOOR, AND TILE INSTALLERS AND FINISHERS",5672,180676,21777,"CARPET, FLOOR, AND TILE INSTALLERS AND FINISHERS",High School
CON,"CON-CEMENT MASONS, CONCRETE FINISHERS, AND TERRAZZO WORKERS",2082,71421,28091.5,"CEMENT MASONS, CONCRETE FINISHERS, AND TERRAZZO WORKERS",High School
CON,CON-CONSTRUCTION LABORERS,74561,2309171,22102.1,CONSTRUCTION LABORERS,High School
CON,"CON-PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",1387,17641,24538.7,"PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",High School
CON,"CON-CONSTRUCTION EQUIPMENT OPERATORS, EXCEPT PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",19585,408558,39825.9,"CONSTRUCTION EQUIPMENT OPERATORS, EXCEPT PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",High School
CON,"CON-DRYWALL INSTALLERS, CEILING TILE INSTALLERS, AND TAPERS",7040,183663,22099,"DRYWALL INSTALLERS, CEILING TILE INSTALLERS, AND TAPERS",High School
CON,CON-ELECTRICIANS,27779,904318,43006.7,ELECTRICIANS,Some College
CON,CON-GLAZIERS,1982,45164,31638.5,GLAZIERS,High School
CON,CON-INSULATION WORKERS,1348,49140,32156.9,INSULATION WORKERS,High School
CON,CON-PAINTERS AND PAPERHANGERS,27661,736013,18256.5,PAINTERS AND PAPERHANGERS,High School
CON,"CON-PIPELAYERS, PLUMBERS, PIPEFITTERS, AND STEAMFITTERS",20339,627959,38238.9,"PIPELAYERS, PLUMBERS, PIPEFITTERS, AND STEAMFITTERS",High School
CON,CON-PLASTERERS AND STUCCO MASONS,1387,39589,24722,PLASTERERS AND STUCCO MASONS,High School
CON,CON-ROOFERS,10676,278265,20689.5,ROOFERS,High School
CON,CON-SHEET METAL WORKERS,4438,150986,35125.5,SHEET METAL WORKERS,High School
CON,CON-STRUCTURAL IRON AND STEEL WORKERS,2792,70458,39076.9,STRUCTURAL IRON AND STEEL WORKERS,High School
CON,"CON-HELPERS, CONSTRUCTION TRADES",2270,63171,19973.5,"HELPERS, CONSTRUCTION TRADES",High School
CON,CON-CONSTRUCTION AND BUILDING INSPECTORS,6242,104370,41088.6,CONSTRUCTION AND BUILDING INSPECTORS,Some College
CON,CON-ELEVATOR INSTALLERS AND REPAIRERS,799,26114,69744.8,ELEVATOR INSTALLERS AND REPAIRERS,High School
CON,CON-FENCE ERECTORS,1490,37485,18108.4,FENCE ERECTORS,High School
CON,CON-HAZARDOUS MATERIALS REMOVAL WORKERS,2726,38007,34216.1,HAZARDOUS MATERIALS REMOVAL WORKERS,High School
CON,CON-HIGHWAY MAINTENANCE WORKERS,6210,130143,33094.3,HIGHWAY MAINTENANCE WORKERS,High School
CON,CON-RAIL-TRACK LAYING AND MAINTENANCE EQUIPMENT OPERATORS,630,17551,47405,RAIL-TRACK LAYING AND MAINTENANCE EQUIPMENT OPERATORS,High School
CON,"CON-MISCELLANEOUS CONSTRUCTION WORKERS, INCLUDING SOLAR PHOTOVOLTAIC INSTALLERS, SEPTIC TANK SERVICERS AND SEWER PIPE CLEANERS",3263,91389,25986.7,"MISCELLANEOUS CONSTRUCTION WORKERS, INCLUDING SOLAR PHOTOVOLTAIC INSTALLERS, SEPTIC TANK SERVICERS AND SEWER PIPE CLEANERS",High School
EXT,"EXT-DERRICK, ROTARY DRILL, AND SERVICE UNIT OPERATORS, AND ROUSTABOUTS, OIL, GAS, AND MINING",1820,53893,65950.1,"DERRICK, ROTARY DRILL, AND SERVICE UNIT OPERATORS, AND ROUSTABOUTS, OIL, GAS, AND MINING",High School
EXT,"EXT-EARTH DRILLERS, EXCEPT OIL AND GAS",2149,30367,49046.8,"EARTH DRILLERS, EXCEPT OIL AND GAS",High School
EXT,"EXT-EXPLOSIVES WORKERS, ORDNANCE HANDLING EXPERTS, AND BLASTERS",267,20292,38461.5,"EXPLOSIVES WORKERS, ORDNANCE HANDLING EXPERTS, AND BLASTERS",Some College
EXT,EXT-MINING MACHINE OPERATORS,4480,72770,57130.6,MINING MACHINE OPERATORS,High School
EXT,"EXT-MISCELLANEOUS EXTRACTION WORKERS, INCLUDING ROOF BOLTERS AND HELPERS",3292,91171,49227.5,"MISCELLANEOUS EXTRACTION WORKERS, INCLUDING ROOF BOLTERS AND HELPERS",High School
RPR,"RPR-FIRST-LINE SUPERVISORS OF MECHANICS, INSTALLERS, AND REPAIRERS",14204,312349,52409.2,"FIRST-LINE SUPERVISORS OF MECHANICS, INSTALLERS, AND REPAIRERS",Some College
RPR,"RPR-COMPUTER, AUTOMATED TELLER, AND OFFICE MACHINE REPAIRERS",8573,240588,34194.2,"COMPUTER, AUTOMATED TELLER, AND OFFICE MACHINE REPAIRERS",Some College
RPR,RPR-RADIO AND TELECOMMUNICATIONS EQUIPMENT INSTALLERS AND REPAIRERS,6016,194563,42470.2,RADIO AND TELECOMMUNICATIONS EQUIPMENT INSTALLERS AND REPAIRERS,Some College
RPR,RPR-AVIONICS TECHNICIANS,1733,28321,39269.7,AVIONICS TECHNICIANS,Some College
RPR,"RPR-ELECTRIC MOTOR, POWER TOOL, AND RELATED REPAIRERS",832,27872,39027.9,"ELECTRIC MOTOR, POWER TOOL, AND RELATED REPAIRERS",High School
RPR,"RPR-ELECTRICAL AND ELECTRONICS REPAIRERS, TRANSPORTATION EQUIPMENT, AND INDUSTRIAL AND UTILITY",909,23019,44561.7,"ELECTRICAL AND ELECTRONICS REPAIRERS, TRANSPORTATION EQUIPMENT, AND INDUSTRIAL AND UTILITY",Some College
RPR,"RPR-ELECTRONIC EQUIPMENT INSTALLERS AND REPAIRERS, MOTOR VEHICLES",853,12567,44532.7,"ELECTRONIC EQUIPMENT INSTALLERS AND REPAIRERS, MOTOR VEHICLES",Some College
RPR,RPR-ELECTRONIC HOME ENTERTAINMENT EQUIPMENT INSTALLERS AND REPAIRERS,1464,47846,32792.7,ELECTRONIC HOME ENTERTAINMENT EQUIPMENT INSTALLERS AND REPAIRERS,Some College
RPR,RPR-SECURITY AND FIRE ALARM SYSTEMS INSTALLERS,1930,64034,38021.2,SECURITY AND FIRE ALARM SYSTEMS INSTALLERS,Some College
RPR,RPR-AIRCRAFT MECHANICS AND SERVICE TECHNICIANS,8994,212950,47259.3,AIRCRAFT MECHANICS AND SERVICE TECHNICIANS,Some College
RPR,RPR-AUTOMOTIVE BODY AND RELATED REPAIRERS,6342,165283,31754.5,AUTOMOTIVE BODY AND RELATED REPAIRERS,High School
RPR,RPR-AUTOMOTIVE GLASS INSTALLERS AND REPAIRERS,953,20542,26608.1,AUTOMOTIVE GLASS INSTALLERS AND REPAIRERS,High School
RPR,RPR-AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS,33369,956655,29366.4,AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS,High School
RPR,RPR-BUS AND TRUCK MECHANICS AND DIESEL ENGINE SPECIALISTS,14238,353707,37156.1,BUS AND TRUCK MECHANICS AND DIESEL ENGINE SPECIALISTS,High School
RPR,RPR-HEAVY VEHICLE AND MOBILE EQUIPMENT SERVICE TECHNICIANS AND MECHANICS,11336,231920,43494.3,HEAVY VEHICLE AND MOBILE EQUIPMENT SERVICE TECHNICIANS AND MECHANICS,High School
RPR,RPR-SMALL ENGINE MECHANICS,3662,59602,22230.2,SMALL ENGINE MECHANICS,High School
RPR,"RPR-MISCELLANEOUS VEHICLE AND MOBILE EQUIPMENT MECHANICS, INSTALLERS, AND REPAIRERS",3436,95563,23816.9,"MISCELLANEOUS VEHICLE AND MOBILE EQUIPMENT MECHANICS, INSTALLERS, AND REPAIRERS",High School
