sector,fulltitle,yes,no,average_wage,jobtype,exp_ed
HLS,     HLS-MEDICAL TRANSCRIPTIONISTS,1345,61381,17057.1,MEDICAL TRANSCRIPTIONISTS,Some College
HLS,     HLS-PHARMACY AIDES,536,53896,25217.8,PHARMACY AIDES,Some College
HLS,     HLS-VETERINARY ASSISTANTS AND LABORATORY ANIMAL CARETAKERS,996,64913,18030.2,VETERINARY ASSISTANTS AND LABORATORY ANIMAL CARETAKERS,Some College
HLS,     HLS-PHLEBOTOMISTS,1419,143820,23974,PHLEBOTOMISTS,Some College
HLS,"     HLS-HEALTHCARE SUPPORT WORKERS, ALL OTHER, INCLUDING MEDICAL EQUIPMENT PREPARERS",4478,194169,22483.7,"HEALTHCARE SUPPORT WORKERS, ALL OTHER, INCLUDING MEDICAL EQUIPMENT PREPARERS",Some College
PRT,     PRT-FIRST-LINE SUPERVISORS OF CORRECTIONAL OFFICERS,3811,68169,48857.4,FIRST-LINE SUPERVISORS OF CORRECTIONAL OFFICERS,Some College
PRT,     PRT-FIRST-LINE SUPERVISORS OF POLICE AND DETECTIVES,2876,116923,70324.6,FIRST-LINE SUPERVISORS OF POLICE AND DETECTIVES,Some College
PRT,     PRT-FIRST-LINE SUPERVISORS OF FIRE FIGHTING AND PREVENTION WORKERS,2174,55924,73292.9,FIRST-LINE SUPERVISORS OF FIRE FIGHTING AND PREVENTION WORKERS,Some College
PRT,"     PRT-FIRST-LINE SUPERVISORS OF PROTECTIVE SERVICE WORKERS, ALL OTHER",3700,84206,47391.7,"FIRST-LINE SUPERVISORS OF PROTECTIVE SERVICE WORKERS, ALL OTHER",Some College
PRT,     PRT-FIREFIGHTERS,8055,308470,59252.9,FIREFIGHTERS,Some College
PRT,     PRT-FIRE INSPECTORS,413,23535,44571.1,FIRE INSPECTORS,Some College
PRT,"     PRT-BAILIFFS, CORRECTIONAL OFFICERS, AND JAILERS",14423,477381,41157.8,"BAILIFFS, CORRECTIONAL OFFICERS, AND JAILERS",Some College
PRT,     PRT-DETECTIVES AND CRIMINAL INVESTIGATORS,3857,142196,67384.5,DETECTIVES AND CRIMINAL INVESTIGATORS,Bachelor Degree
PRT,     PRT-MISCELLANEOUS LAW ENFORCEMENT WORKERS,449,15837,32325.5,MISCELLANEOUS LAW ENFORCEMENT WORKERS,Some College
PRT,     PRT-POLICE OFFICERS,19808,792834,58646.6,POLICE OFFICERS,Some College
PRT,     PRT-ANIMAL CONTROL WORKERS,113,11041,36285.7,ANIMAL CONTROL WORKERS,Some College
PRT,     PRT-PRIVATE DETECTIVES AND INVESTIGATORS,3627,95235,46753.8,PRIVATE DETECTIVES AND INVESTIGATORS,Bachelor Degree
PRT,     PRT-SECURITY GUARDS AND GAMING SURVEILLANCE OFFICERS,45450,1222190,24968.8,SECURITY GUARDS AND GAMING SURVEILLANCE OFFICERS,Some College
PRT,     PRT-CROSSING GUARDS,4213,86625,13731.4,CROSSING GUARDS,High School
PRT,     PRT-TRANSPORTATION SECURITY SCREENERS,1382,37042,39204.6,TRANSPORTATION SECURITY SCREENERS,Some College
PRT,"     PRT-LIFEGUARDS AND OTHER RECREATIONAL, AND ALL OTHER PROTECTIVE SERVICE WORKERS",2430,332768,6427.6,"LIFEGUARDS AND OTHER RECREATIONAL, AND ALL OTHER PROTECTIVE SERVICE WORKERS",High School
EAT,     EAT-CHEFS AND HEAD COOKS,10762,490573,27149.7,CHEFS AND HEAD COOKS,Some College
EAT,     EAT-FIRST-LINE SUPERVISORS OF FOOD PREPARATION AND SERVING WORKERS,10456,642674,22811.1,FIRST-LINE SUPERVISORS OF FOOD PREPARATION AND SERVING WORKERS,Some College
EAT,     EAT-COOKS,50553,3086147,13366.2,COOKS,High School
EAT,     EAT-FOOD PREPARATION WORKERS,25543,1343440,10404.3,FOOD PREPARATION WORKERS,High School
EAT,     EAT-BARTENDERS,7092,524266,19399.9,BARTENDERS,Some College
EAT,"     EAT-COMBINED FOOD PREPARATION AND SERVING WORKERS, INCLUDING FAST FOOD",7824,530057,10018.9,"COMBINED FOOD PREPARATION AND SERVING WORKERS, INCLUDING FAST FOOD",High School
EAT,"     EAT-COUNTER ATTENDANTS, CAFETERIA, FOOD CONCESSION, AND COFFEE SHOP",3831,303758,6527.2,"COUNTER ATTENDANTS, CAFETERIA, FOOD CONCESSION, AND COFFEE SHOP",High School
EAT,     EAT-WAITERS AND WAITRESSES,25172,2927805,12746.5,WAITERS AND WAITRESSES,Some College
EAT,"     EAT-FOOD SERVERS, NONRESTAURANT",4492,243306,13246.4,"FOOD SERVERS, NONRESTAURANT",High School
EAT,"     EAT-MISCELLANEOUS FOOD PREPARATION AND SERVING RELATED WORKERS, INCLUDING DINING ROOM AND CAFETERIA ATTENDANTS AND BARTENDER HELPERS",9237,504112,9847.7,"MISCELLANEOUS FOOD PREPARATION AND SERVING RELATED WORKERS, INCLUDING DINING ROOM AND CAFETERIA ATTENDANTS AND BARTENDER HELPERS",High School
EAT,     EAT-DISHWASHERS,12774,487431,8654.1,DISHWASHERS,High School
EAT,"     EAT-HOSTS AND HOSTESSES, RESTAURANT, LOUNGE, AND COFFEE SHOP",3716,444353,6745,"HOSTS AND HOSTESSES, RESTAURANT, LOUNGE, AND COFFEE SHOP",High School
CLN,     CLN-FIRST-LINE SUPERVISORS OF HOUSEKEEPING AND JANITORIAL WORKERS,8885,265310,28790,FIRST-LINE SUPERVISORS OF HOUSEKEEPING AND JANITORIAL WORKERS,High School
CLN,"     CLN-FIRST-LINE SUPERVISORS OF LANDSCAPING, LAWN SERVICE, AND GROUNDSKEEPING WORKERS",5942,174187,29542,"FIRST-LINE SUPERVISORS OF LANDSCAPING, LAWN SERVICE, AND GROUNDSKEEPING WORKERS",Some College
CLN,     CLN-JANITORS AND BUILDING CLEANERS,116746,3185937,17568.9,JANITORS AND BUILDING CLEANERS,High School
CLN,     CLN-MAIDS AND HOUSEKEEPING CLEANERS,47602,2047183,10775.6,MAIDS AND HOUSEKEEPING CLEANERS,High School
CLN,     CLN-PEST CONTROL WORKERS,2407,84914,27417,PEST CONTROL WORKERS,Some College
CLN,     CLN-GROUNDS MAINTENANCE WORKERS,55943,1793911,13569.4,GROUNDS MAINTENANCE WORKERS,High School
PRS,     PRS-FIRST-LINE SUPERVISORS OF GAMING WORKERS,314,26959,35436.5,FIRST-LINE SUPERVISORS OF GAMING WORKERS,Some College
PRS,     PRS-FIRST-LINE SUPERVISORS OF PERSONAL SERVICE WORKERS,1789,96039,26973.8,FIRST-LINE SUPERVISORS OF PERSONAL SERVICE WORKERS,Some College
PRS,     PRS-ANIMAL TRAINERS,1488,49055,16746.2,ANIMAL TRAINERS,Some College
PRS,     PRS-NONFARM ANIMAL CARETAKERS,5944,304038,12489.9,NONFARM ANIMAL CARETAKERS,Some College
PRS,     PRS-GAMING SERVICES WORKERS,2865,125804,28523.9,GAMING SERVICES WORKERS,Some College
PRS,     PRS-MOTION PICTURE PROJECTIONISTS,105,4048,17389,MOTION PICTURE PROJECTIONISTS,Some College
PRS,"     PRS-USHERS, LOBBY ATTENDANTS, AND TICKET TAKERS",2765,74303,6352.7,"USHERS, LOBBY ATTENDANTS, AND TICKET TAKERS",Some College
PRS,     PRS-MISCELLANEOUS ENTERTAINMENT ATTENDANTS AND RELATED WORKERS,6066,330735,9270.1,MISCELLANEOUS ENTERTAINMENT ATTENDANTS AND RELATED WORKERS,Some College
PRS,     PRS-EMBALMERS AND FUNERAL ATTENDANTS,1952,20696,18939.8,EMBALMERS AND FUNERAL ATTENDANTS,Some College
PRS,"     PRS-MORTICIANS, UNDERTAKERS, AND FUNERAL DIRECTORS",2928,38710,48299.1,"MORTICIANS, UNDERTAKERS, AND FUNERAL DIRECTORS",Some College
PRS,     PRS-BARBERS,4935,118084,10629.8,BARBERS,High School
PRS,"     PRS-HAIRDRESSERS, HAIRSTYLISTS, AND COSMETOLOGISTS",18951,987141,13368,"HAIRDRESSERS, HAIRSTYLISTS, AND COSMETOLOGISTS",High School
PRS,     PRS-MISCELLANEOUS PERSONAL APPEARANCE WORKERS,1860,371384,14964.3,MISCELLANEOUS PERSONAL APPEARANCE WORKERS,High School
PRS,"     PRS-BAGGAGE PORTERS, BELLHOPS, AND CONCIERGES",3532,97635,24875.4,"BAGGAGE PORTERS, BELLHOPS, AND CONCIERGES",Some College
PRS,     PRS-TOUR AND TRAVEL GUIDES,3591,80827,12870.6,TOUR AND TRAVEL GUIDES,Some College
PRS,     PRS-CHILDCARE WORKERS,30114,1843437,7865.2,CHILDCARE WORKERS,Some College
PRS,     PRS-PERSONAL CARE AIDES,49484,1754559,13946.7,PERSONAL CARE AIDES,High School
PRS,     PRS-RECREATION AND FITNESS WORKERS,7922,630839,13772,RECREATION AND FITNESS WORKERS,Some College
PRS,     PRS-RESIDENTIAL ADVISORS,1924,91125,12872.3,RESIDENTIAL ADVISORS,Some College
PRS,"     PRS-PERSONAL CARE AND SERVICE WORKERS, ALL OTHER",4509,197564,13360.1,"PERSONAL CARE AND SERVICE WORKERS, ALL OTHER",Some College
SAL,     SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS,71574,3483925,38509.7,FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS,Some College
SAL,     SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS,33265,1344016,68334.5,FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS,Some College
SAL,     SAL-CASHIERS,73318,4821815,10095.1,CASHIERS,High School
SAL,     SAL-COUNTER AND RENTAL CLERKS,2494,121701,20067.3,COUNTER AND RENTAL CLERKS,Some College
SAL,     SAL-PARTS SALESPERSONS,4641,138296,29667.8,PARTS SALESPERSONS,High School
SAL,     SAL-RETAIL SALESPERSONS,94593,4609139,20557.6,RETAIL SALESPERSONS,Some College
SAL,     SAL-ADVERTISING SALES AGENTS,3766,192778,57533.1,ADVERTISING SALES AGENTS,Bachelor Degree
SAL,     SAL-INSURANCE SALES AGENTS,16213,633607,50462.1,INSURANCE SALES AGENTS,Some College
SAL,"     SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES AGENTS",4828,276375,111362.2,"SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES AGENTS",Bachelor Degree
SAL,     SAL-TRAVEL AGENTS,1961,91300,26794,TRAVEL AGENTS,Some College
SAL,"     SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER",18098,756687,64298.8,"SALES REPRESENTATIVES, SERVICES, ALL OTHER",Some College
SAL,"     SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING",39965,1558826,65774,"SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING",Some College
SAL,"     SAL-MODELS, DEMONSTRATORS, AND PRODUCT PROMOTERS",5409,92778,12711.7,"MODELS, DEMONSTRATORS, AND PRODUCT PROMOTERS",Some College
SAL,     SAL-REAL ESTATE BROKERS AND SALES AGENTS,23808,971808,40841.4,REAL ESTATE BROKERS AND SALES AGENTS,Some College
SAL,     SAL-SALES ENGINEERS,653,37397,99899.2,SALES ENGINEERS,Bachelor Degree
SAL,     SAL-TELEMARKETERS,3901,137444,14140.7,TELEMARKETERS,Some College
SAL,"     SAL-DOOR-TO-DOOR SALES WORKERS, NEWS AND STREET VENDORS, AND RELATED WORKERS",7015,208331,11074.2,"DOOR-TO-DOOR SALES WORKERS, NEWS AND STREET VENDORS, AND RELATED WORKERS",Some College
SAL,"     SAL-SALES AND RELATED WORKERS, ALL OTHER",11163,363221,43468.2,"SALES AND RELATED WORKERS, ALL OTHER",Some College
OFF,     OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE SUPPORT WORKERS,34133,1587554,45257.9,FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE SUPPORT WORKERS,Some College
OFF,"     OFF-SWITCHBOARD OPERATORS, INCLUDING ANSWERING SERVICE",990,40312,20552.1,"SWITCHBOARD OPERATORS, INCLUDING ANSWERING SERVICE",Some College
OFF,     OFF-TELEPHONE OPERATORS,1850,50598,19189.9,TELEPHONE OPERATORS,Some College
OFF,"     OFF-COMMUNICATIONS EQUIPMENT OPERATORS, ALL OTHER",296,13734,37864.8,"COMMUNICATIONS EQUIPMENT OPERATORS, ALL OTHER",Some College
OFF,     OFF-BILL AND ACCOUNT COLLECTORS,3483,210701,27540.4,BILL AND ACCOUNT COLLECTORS,Some College
OFF,     OFF-BILLING AND POSTING CLERKS,12506,557916,29322.9,BILLING AND POSTING CLERKS,Some College
OFF,"     OFF-BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS",31357,1460859,28069.9,"BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS",Some College
OFF,     OFF-GAMING CAGE WORKERS,492,8360,23033.9,GAMING CAGE WORKERS,Some College
OFF,     OFF-PAYROLL AND TIMEKEEPING CLERKS,2488,196551,34211.7,PAYROLL AND TIMEKEEPING CLERKS,Some College
OFF,     OFF-PROCUREMENT CLERKS,851,36390,48487.3,PROCUREMENT CLERKS,Some College
OFF,     OFF-TELLERS,5071,425159,19575,TELLERS,Some College
OFF,"     OFF-FINANCIAL CLERKS, ALL OTHER",1038,140774,60405,"FINANCIAL CLERKS, ALL OTHER",Some College
OFF,     OFF-BROKERAGE CLERKS,0,6848,40629,BROKERAGE CLERKS,Some College
OFF,"     OFF-COURT, MUNICIPAL, AND LICENSE CLERKS",2226,90002,31407,"COURT, MUNICIPAL, AND LICENSE CLERKS",Some College
OFF,"     OFF-CREDIT AUTHORIZERS, CHECKERS, AND CLERKS",1128,58378,37930.3,"CREDIT AUTHORIZERS, CHECKERS, AND CLERKS",Some College
OFF,     OFF-CUSTOMER SERVICE REPRESENTATIVES,54874,3361989,24661.2,CUSTOMER SERVICE REPRESENTATIVES,Some College
OFF,"     OFF-ELIGIBILITY INTERVIEWERS, GOVERNMENT PROGRAMS",2018,86560,35489.5,"ELIGIBILITY INTERVIEWERS, GOVERNMENT PROGRAMS",Some College
OFF,     OFF-FILE CLERKS,6965,351467,19208,FILE CLERKS,Some College
OFF,"     OFF-HOTEL, MOTEL, AND RESORT DESK CLERKS",1662,181858,16502.1,"HOTEL, MOTEL, AND RESORT DESK CLERKS",Some College
OFF,"     OFF-INTERVIEWERS, EXCEPT ELIGIBILITY AND LOAN",5214,188737,20494.7,"INTERVIEWERS, EXCEPT ELIGIBILITY AND LOAN",Some College
OFF,"     OFF-LIBRARY ASSISTANTS, CLERICAL",3573,136889,12882.7,"LIBRARY ASSISTANTS, CLERICAL",Some College
OFF,     OFF-LOAN INTERVIEWERS AND CLERKS,1830,134784,37006.9,LOAN INTERVIEWERS AND CLERKS,Some College
OFF,     OFF-NEW ACCOUNTS CLERKS,330,17953,41781.6,NEW ACCOUNTS CLERKS,Some College
OFF,     OFF-CORRESPONDENCE CLERKS AND ORDER CLERKS,2948,178783,24794,CORRESPONDENCE CLERKS AND ORDER CLERKS,Some College
OFF,"     OFF-HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIMEKEEPING",642,63246,30600.1,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIMEKEEPING",Some College
OFF,     OFF-RECEPTIONISTS AND INFORMATION CLERKS,25508,1541134,17712.3,RECEPTIONISTS AND INFORMATION CLERKS,Some College
OFF,     OFF-RESERVATION AND TRANSPORTATION TICKET AGENTS AND TRAVEL CLERKS,2483,153211,29892.4,RESERVATION AND TRANSPORTATION TICKET AGENTS AND TRAVEL CLERKS,Some College
OFF,"     OFF-INFORMATION AND RECORD CLERKS, ALL OTHER",4644,131998,24680.5,"INFORMATION AND RECORD CLERKS, ALL OTHER",Some College
OFF,     OFF-CARGO AND FREIGHT AGENTS,466,24159,33801,CARGO AND FREIGHT AGENTS,Some College
OFF,     OFF-COURIERS AND MESSENGERS,9682,269479,25899.9,COURIERS AND MESSENGERS,Some College
OFF,     OFF-DISPATCHERS,7159,326781,33398.2,DISPATCHERS,Some College
OFF,"     OFF-METER READERS, UTILITIES",600,33927,33777.2,"METER READERS, UTILITIES",Some College
OFF,     OFF-POSTAL SERVICE CLERKS,4192,136764,39293.2,POSTAL SERVICE CLERKS,Some College
OFF,     OFF-POSTAL SERVICE MAIL CARRIERS,14059,380357,40097.7,POSTAL SERVICE MAIL CARRIERS,Some College
OFF,"     OFF-POSTAL SERVICE MAIL SORTERS, PROCESSORS, AND PROCESSING MACHINE OPERATORS",2870,86427,35096.8,"POSTAL SERVICE MAIL SORTERS, PROCESSORS, AND PROCESSING MACHINE OPERATORS",Some College
OFF,"     OFF-PRODUCTION, PLANNING, AND EXPEDITING CLERKS",10255,363547,40617.4,"PRODUCTION, PLANNING, AND EXPEDITING CLERKS",Some College
OFF,"     OFF-SHIPPING, RECEIVING, AND TRAFFIC CLERKS",16079,737835,24618.7,"SHIPPING, RECEIVING, AND TRAFFIC CLERKS",High School
OFF,     OFF-STOCK CLERKS AND ORDER FILLERS,60792,2175209,16927.5,STOCK CLERKS AND ORDER FILLERS,High School
OFF,"     OFF-WEIGHERS, MEASURERS, CHECKERS, AND SAMPLERS, RECORDKEEPING",2590,96935,29551.5,"WEIGHERS, MEASURERS, CHECKERS, AND SAMPLERS, RECORDKEEPING",Some College
OFF,     OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS,76514,4119688,27221.6,SECRETARIES AND ADMINISTRATIVE ASSISTANTS,Some College
OFF,     OFF-COMPUTER OPERATORS,1759,114247,34477.2,COMPUTER OPERATORS,Some College
OFF,     OFF-DATA ENTRY KEYERS,9181,464851,22140.5,DATA ENTRY KEYERS,Some College
OFF,     OFF-WORD PROCESSORS AND TYPISTS,7338,398261,23093.6,WORD PROCESSORS AND TYPISTS,Some College
OFF,     OFF-INSURANCE CLAIMS AND POLICY PROCESSING CLERKS,6245,451269,33324.4,INSURANCE CLAIMS AND POLICY PROCESSING CLERKS,Some College
OFF,"     OFF-MAIL CLERKS AND MAIL MACHINE OPERATORS, EXCEPT POSTAL SERVICE",2656,110384,18788.1,"MAIL CLERKS AND MAIL MACHINE OPERATORS, EXCEPT POSTAL SERVICE",Some College
OFF,"     OFF-OFFICE CLERKS, GENERAL",31190,1719842,23303.1,"OFFICE CLERKS, GENERAL",Some College
OFF,"     OFF-OFFICE MACHINE OPERATORS, EXCEPT COMPUTER",1643,53051,19081.5,"OFFICE MACHINE OPERATORS, EXCEPT COMPUTER",Some College
OFF,     OFF-PROOFREADERS AND COPY MARKERS,917,16359,17602.7,PROOFREADERS AND COPY MARKERS,Bachelor Degree
OFF,     OFF-STATISTICAL ASSISTANTS,357,23765,40587.4,STATISTICAL ASSISTANTS,Some College
OFF,"     OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS",17373,754150,32113,"MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS",Some College
FFF,"     FFF-FIRST-LINE SUPERVISORS OF FARMING, FISHING, AND FORESTRY WORKERS",3764,67155,33432.6,"FIRST-LINE SUPERVISORS OF FARMING, FISHING, AND FORESTRY WORKERS",High School
FFF,     FFF-AGRICULTURAL INSPECTORS,282,17965,35379.6,AGRICULTURAL INSPECTORS,Some College
FFF,"     FFF-GRADERS AND SORTERS, AGRICULTURAL PRODUCTS",2335,84043,13854.6,"GRADERS AND SORTERS, AGRICULTURAL PRODUCTS",High School
FFF,"     FFF-MISCELLANEOUS AGRICULTURAL WORKERS, INCLUDING ANIMAL BREEDERS",30331,1183726,15986.2,"MISCELLANEOUS AGRICULTURAL WORKERS, INCLUDING ANIMAL BREEDERS",High School
FFF,     FFF-FISHING AND HUNTING WORKERS,3188,57726,14973.2,FISHING AND HUNTING WORKERS,High School
FFF,     FFF-FOREST AND CONSERVATION WORKERS,477,17855,23121.5,FOREST AND CONSERVATION WORKERS,High School
FFF,     FFF-LOGGING WORKERS,4610,78218,19466.4,LOGGING WORKERS,High School
CON,     CON-FIRST-LINE SUPERVISORS OF CONSTRUCTION TRADES AND EXTRACTION WORKERS,36099,857351,52783.6,FIRST-LINE SUPERVISORS OF CONSTRUCTION TRADES AND EXTRACTION WORKERS,High School
CON,     CON-BOILERMAKERS,1277,20764,49115.2,BOILERMAKERS,High School
CON,"     CON-BRICKMASONS, BLOCKMASONS, STONEMASONS, AND",5818,179521,25219.3,"BRICKMASONS, BLOCKMASONS, STONEMASONS, AND",High School
CON,     CON-CARPENTERS,52413,1492916,23455.5,CARPENTERS,High School
CON,"     CON-CARPET, FLOOR, AND TILE INSTALLERS AND FINISHERS",5148,181200,21777,"CARPET, FLOOR, AND TILE INSTALLERS AND FINISHERS",High School
CON,"     CON-CEMENT MASONS, CONCRETE FINISHERS, AND TERRAZZO WORKERS",1155,72348,28091.5,"CEMENT MASONS, CONCRETE FINISHERS, AND TERRAZZO WORKERS",High School
CON,     CON-CONSTRUCTION LABORERS,54030,2329702,22102.1,CONSTRUCTION LABORERS,High School
CON,"     CON-PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",438,18590,24538.7,"PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",High School
CON,"     CON-CONSTRUCTION EQUIPMENT OPERATORS, EXCEPT PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",23187,404956,39825.9,"CONSTRUCTION EQUIPMENT OPERATORS, EXCEPT PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",High School
CON,"     CON-DRYWALL INSTALLERS, CEILING TILE INSTALLERS, AND TAPERS",5000,185703,22099,"DRYWALL INSTALLERS, CEILING TILE INSTALLERS, AND TAPERS",High School
CON,     CON-ELECTRICIANS,28084,904013,43006.7,ELECTRICIANS,Some College
CON,     CON-GLAZIERS,1133,46013,31638.5,GLAZIERS,High School
CON,     CON-INSULATION WORKERS,1510,48978,32156.9,INSULATION WORKERS,High School
CON,     CON-PAINTERS AND PAPERHANGERS,20383,743291,18256.5,PAINTERS AND PAPERHANGERS,High School
CON,"     CON-PIPELAYERS, PLUMBERS, PIPEFITTERS, AND STEAMFITTERS",21547,626751,38238.9,"PIPELAYERS, PLUMBERS, PIPEFITTERS, AND STEAMFITTERS",High School
CON,     CON-PLASTERERS AND STUCCO MASONS,819,40157,24722,PLASTERERS AND STUCCO MASONS,High School
CON,     CON-ROOFERS,7385,281556,20689.5,ROOFERS,High School
CON,     CON-SHEET METAL WORKERS,5859,149565,35125.5,SHEET METAL WORKERS,High School
CON,     CON-STRUCTURAL IRON AND STEEL WORKERS,2668,70582,39076.9,STRUCTURAL IRON AND STEEL WORKERS,High School
CON,"     CON-HELPERS, CONSTRUCTION TRADES",1498,63943,19973.5,"HELPERS, CONSTRUCTION TRADES",High School
CON,     CON-CONSTRUCTION AND BUILDING INSPECTORS,5390,105222,41088.6,CONSTRUCTION AND BUILDING INSPECTORS,Some College
CON,     CON-ELEVATOR INSTALLERS AND REPAIRERS,266,26647,69744.8,ELEVATOR INSTALLERS AND REPAIRERS,High School
CON,     CON-FENCE ERECTORS,924,38051,18108.4,FENCE ERECTORS,High School
CON,     CON-HAZARDOUS MATERIALS REMOVAL WORKERS,1164,39569,34216.1,HAZARDOUS MATERIALS REMOVAL WORKERS,High School
CON,     CON-HIGHWAY MAINTENANCE WORKERS,4994,131359,33094.3,HIGHWAY MAINTENANCE WORKERS,High School
CON,     CON-RAIL-TRACK LAYING AND MAINTENANCE EQUIPMENT OPERATORS,306,17875,47405,RAIL-TRACK LAYING AND MAINTENANCE EQUIPMENT OPERATORS,High School
CON,"     CON-MISCELLANEOUS CONSTRUCTION WORKERS, INCLUDING SOLAR PHOTOVOLTAIC INSTALLERS, SEPTIC TANK SERVICERS AND SEWER PIPE CLEANERS",3306,91346,25986.7,"MISCELLANEOUS CONSTRUCTION WORKERS, INCLUDING SOLAR PHOTOVOLTAIC INSTALLERS, SEPTIC TANK SERVICERS AND SEWER PIPE CLEANERS",High School
EXT,"     EXT-DERRICK, ROTARY DRILL, AND SERVICE UNIT OPERATORS, AND ROUSTABOUTS, OIL, GAS, AND MINING",1948,53765,65950.1,"DERRICK, ROTARY DRILL, AND SERVICE UNIT OPERATORS, AND ROUSTABOUTS, OIL, GAS, AND MINING",High School
EXT,"     EXT-EARTH DRILLERS, EXCEPT OIL AND GAS",1000,31516,49046.8,"EARTH DRILLERS, EXCEPT OIL AND GAS",High School
EXT,"     EXT-EXPLOSIVES WORKERS, ORDNANCE HANDLING EXPERTS, AND BLASTERS",666,19893,38461.5,"EXPLOSIVES WORKERS, ORDNANCE HANDLING EXPERTS, AND BLASTERS",Some College
EXT,     EXT-MINING MACHINE OPERATORS,3326,73924,57130.6,MINING MACHINE OPERATORS,High School
EXT,"     EXT-MISCELLANEOUS EXTRACTION WORKERS, INCLUDING ROOF BOLTERS AND HELPERS",2778,91685,49227.5,"MISCELLANEOUS EXTRACTION WORKERS, INCLUDING ROOF BOLTERS AND HELPERS",High School
RPR,"     RPR-FIRST-LINE SUPERVISORS OF MECHANICS, INSTALLERS, AND REPAIRERS",15691,310862,52409.2,"FIRST-LINE SUPERVISORS OF MECHANICS, INSTALLERS, AND REPAIRERS",Some College
RPR,"     RPR-COMPUTER, AUTOMATED TELLER, AND OFFICE MACHINE REPAIRERS",8240,240921,34194.2,"COMPUTER, AUTOMATED TELLER, AND OFFICE MACHINE REPAIRERS",Some College
RPR,     RPR-RADIO AND TELECOMMUNICATIONS EQUIPMENT INSTALLERS AND REPAIRERS,5612,194967,42470.2,RADIO AND TELECOMMUNICATIONS EQUIPMENT INSTALLERS AND REPAIRERS,Some College
RPR,     RPR-AVIONICS TECHNICIANS,1032,29022,39269.7,AVIONICS TECHNICIANS,Some College
RPR,"     RPR-ELECTRIC MOTOR, POWER TOOL, AND RELATED REPAIRERS",1288,27416,39027.9,"ELECTRIC MOTOR, POWER TOOL, AND RELATED REPAIRERS",High School
RPR,"     RPR-ELECTRICAL AND ELECTRONICS REPAIRERS, TRANSPORTATION EQUIPMENT, AND INDUSTRIAL AND UTILITY",331,23597,44561.7,"ELECTRICAL AND ELECTRONICS REPAIRERS, TRANSPORTATION EQUIPMENT, AND INDUSTRIAL AND UTILITY",Some College
RPR,"     RPR-ELECTRONIC EQUIPMENT INSTALLERS AND REPAIRERS, MOTOR VEHICLES",382,13038,44532.7,"ELECTRONIC EQUIPMENT INSTALLERS AND REPAIRERS, MOTOR VEHICLES",Some College
RPR,     RPR-ELECTRONIC HOME ENTERTAINMENT EQUIPMENT INSTALLERS AND REPAIRERS,1345,47965,32792.7,ELECTRONIC HOME ENTERTAINMENT EQUIPMENT INSTALLERS AND REPAIRERS,Some College
RPR,     RPR-SECURITY AND FIRE ALARM SYSTEMS INSTALLERS,979,64985,38021.2,SECURITY AND FIRE ALARM SYSTEMS INSTALLERS,Some College
RPR,     RPR-AIRCRAFT MECHANICS AND SERVICE TECHNICIANS,7692,214252,47259.3,AIRCRAFT MECHANICS AND SERVICE TECHNICIANS,Some College
RPR,     RPR-AUTOMOTIVE BODY AND RELATED REPAIRERS,5435,166190,31754.5,AUTOMOTIVE BODY AND RELATED REPAIRERS,High School
RPR,     RPR-AUTOMOTIVE GLASS INSTALLERS AND REPAIRERS,428,21067,26608.1,AUTOMOTIVE GLASS INSTALLERS AND REPAIRERS,High School
RPR,     RPR-AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS,30476,959548,29366.4,AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS,High School
RPR,     RPR-BUS AND TRUCK MECHANICS AND DIESEL ENGINE SPECIALISTS,12155,355790,37156.1,BUS AND TRUCK MECHANICS AND DIESEL ENGINE SPECIALISTS,High School
