sector,fulltitle,yes,no,average_wage,jobtype,exp_ed
HLS, HLS-DENTAL ASSISTANTS,3043,362978,25001.7,DENTAL ASSISTANTS,Some College
HLS, HLS-MEDICAL ASSISTANTS,8043,612432,24382.8,MEDICAL ASSISTANTS,Some College
HLS, HLS-MEDICAL TRANSCRIPTIONISTS,1416,61310,17057.1,MEDICAL TRANSCRIPTIONISTS,Some College
HLS, HLS-PHARMACY AIDES,727,53705,25217.8,PHARMACY AIDES,Some College
HLS, HLS-VETERINARY ASSISTANTS AND LABORATORY ANIMAL CARETAKERS,678,65231,18030.2,VETERINARY ASSISTANTS AND LABORATORY ANIMAL CARETAKERS,Some College
HLS, HLS-PHLEBOTOMISTS,2300,142939,23974,PHLEBOTOMISTS,Some College
HLS," HLS-HEALTHCARE SUPPORT WORKERS, ALL OTHER, INCLUDING MEDICAL EQUIPMENT PREPARERS",2786,195861,22483.7,"HEALTHCARE SUPPORT WORKERS, ALL OTHER, INCLUDING MEDICAL EQUIPMENT PREPARERS",Some College
PRT, PRT-FIRST-LINE SUPERVISORS OF CORRECTIONAL OFFICERS,1266,70714,48857.4,FIRST-LINE SUPERVISORS OF CORRECTIONAL OFFICERS,Some College
PRT, PRT-FIRST-LINE SUPERVISORS OF POLICE AND DETECTIVES,1127,118672,70324.6,FIRST-LINE SUPERVISORS OF POLICE AND DETECTIVES,Some College
PRT, PRT-FIRST-LINE SUPERVISORS OF FIRE FIGHTING AND PREVENTION WORKERS,401,57697,73292.9,FIRST-LINE SUPERVISORS OF FIRE FIGHTING AND PREVENTION WORKERS,Some College
PRT," PRT-FIRST-LINE SUPERVISORS OF PROTECTIVE SERVICE WORKERS, ALL OTHER",986,86920,47391.7,"FIRST-LINE SUPERVISORS OF PROTECTIVE SERVICE WORKERS, ALL OTHER",Some College
PRT, PRT-FIREFIGHTERS,3091,313434,59252.9,FIREFIGHTERS,Some College
PRT, PRT-FIRE INSPECTORS,0,23948,44571.1,FIRE INSPECTORS,Some College
PRT," PRT-BAILIFFS, CORRECTIONAL OFFICERS, AND JAILERS",6334,485470,41157.8,"BAILIFFS, CORRECTIONAL OFFICERS, AND JAILERS",Some College
PRT, PRT-DETECTIVES AND CRIMINAL INVESTIGATORS,1383,144670,67384.5,DETECTIVES AND CRIMINAL INVESTIGATORS,Bachelor Degree
PRT, PRT-MISCELLANEOUS LAW ENFORCEMENT WORKERS,522,15764,32325.5,MISCELLANEOUS LAW ENFORCEMENT WORKERS,Some College
PRT, PRT-POLICE OFFICERS,6135,806507,58646.6,POLICE OFFICERS,Some College
PRT, PRT-ANIMAL CONTROL WORKERS,157,10997,36285.7,ANIMAL CONTROL WORKERS,Some College
PRT, PRT-PRIVATE DETECTIVES AND INVESTIGATORS,1461,97401,46753.8,PRIVATE DETECTIVES AND INVESTIGATORS,Bachelor Degree
PRT, PRT-SECURITY GUARDS AND GAMING SURVEILLANCE OFFICERS,26820,1240820,24968.8,SECURITY GUARDS AND GAMING SURVEILLANCE OFFICERS,Some College
PRT, PRT-CROSSING GUARDS,1866,88972,13731.4,CROSSING GUARDS,High School
PRT, PRT-TRANSPORTATION SECURITY SCREENERS,1036,37388,39204.6,TRANSPORTATION SECURITY SCREENERS,Some College
PRT," PRT-LIFEGUARDS AND OTHER RECREATIONAL, AND ALL OTHER PROTECTIVE SERVICE WORKERS",1939,333259,6427.6,"LIFEGUARDS AND OTHER RECREATIONAL, AND ALL OTHER PROTECTIVE SERVICE WORKERS",High School
EAT, EAT-CHEFS AND HEAD COOKS,9926,491409,27149.7,CHEFS AND HEAD COOKS,Some College
EAT, EAT-FIRST-LINE SUPERVISORS OF FOOD PREPARATION AND SERVING WORKERS,12273,640857,22811.1,FIRST-LINE SUPERVISORS OF FOOD PREPARATION AND SERVING WORKERS,Some College
EAT, EAT-COOKS,65942,3070758,13366.2,COOKS,High School
EAT, EAT-FOOD PREPARATION WORKERS,27972,1341011,10404.3,FOOD PREPARATION WORKERS,High School
EAT, EAT-BARTENDERS,7895,523463,19399.9,BARTENDERS,Some College
EAT," EAT-COMBINED FOOD PREPARATION AND SERVING WORKERS, INCLUDING FAST FOOD",10266,527615,10018.9,"COMBINED FOOD PREPARATION AND SERVING WORKERS, INCLUDING FAST FOOD",High School
EAT," EAT-COUNTER ATTENDANTS, CAFETERIA, FOOD CONCESSION, AND COFFEE SHOP",2616,304973,6527.2,"COUNTER ATTENDANTS, CAFETERIA, FOOD CONCESSION, AND COFFEE SHOP",High School
EAT, EAT-WAITERS AND WAITRESSES,31228,2921749,12746.5,WAITERS AND WAITRESSES,Some College
EAT," EAT-FOOD SERVERS, NONRESTAURANT",4793,243005,13246.4,"FOOD SERVERS, NONRESTAURANT",High School
EAT," EAT-MISCELLANEOUS FOOD PREPARATION AND SERVING RELATED WORKERS, INCLUDING DINING ROOM AND CAFETERIA ATTENDANTS AND BARTENDER HELPERS",9084,504265,9847.7,"MISCELLANEOUS FOOD PREPARATION AND SERVING RELATED WORKERS, INCLUDING DINING ROOM AND CAFETERIA ATTENDANTS AND BARTENDER HELPERS",High School
EAT, EAT-DISHWASHERS,14869,485336,8654.1,DISHWASHERS,High School
EAT," EAT-HOSTS AND HOSTESSES, RESTAURANT, LOUNGE, AND COFFEE SHOP",4853,443216,6745,"HOSTS AND HOSTESSES, RESTAURANT, LOUNGE, AND COFFEE SHOP",High School
CLN, CLN-FIRST-LINE SUPERVISORS OF HOUSEKEEPING AND JANITORIAL WORKERS,5319,268876,28790,FIRST-LINE SUPERVISORS OF HOUSEKEEPING AND JANITORIAL WORKERS,High School
CLN," CLN-FIRST-LINE SUPERVISORS OF LANDSCAPING, LAWN SERVICE, AND GROUNDSKEEPING WORKERS",3035,177094,29542,"FIRST-LINE SUPERVISORS OF LANDSCAPING, LAWN SERVICE, AND GROUNDSKEEPING WORKERS",Some College
CLN, CLN-JANITORS AND BUILDING CLEANERS,94099,3208584,17568.9,JANITORS AND BUILDING CLEANERS,High School
CLN, CLN-MAIDS AND HOUSEKEEPING CLEANERS,53902,2040883,10775.6,MAIDS AND HOUSEKEEPING CLEANERS,High School
CLN, CLN-PEST CONTROL WORKERS,1126,86195,27417,PEST CONTROL WORKERS,Some College
CLN, CLN-GROUNDS MAINTENANCE WORKERS,35900,1813954,13569.4,GROUNDS MAINTENANCE WORKERS,High School
PRS, PRS-FIRST-LINE SUPERVISORS OF GAMING WORKERS,210,27063,35436.5,FIRST-LINE SUPERVISORS OF GAMING WORKERS,Some College
PRS, PRS-FIRST-LINE SUPERVISORS OF PERSONAL SERVICE WORKERS,1247,96581,26973.8,FIRST-LINE SUPERVISORS OF PERSONAL SERVICE WORKERS,Some College
PRS, PRS-ANIMAL TRAINERS,178,50365,16746.2,ANIMAL TRAINERS,Some College
PRS, PRS-NONFARM ANIMAL CARETAKERS,3790,306192,12489.9,NONFARM ANIMAL CARETAKERS,Some College
PRS, PRS-GAMING SERVICES WORKERS,1857,126812,28523.9,GAMING SERVICES WORKERS,Some College
PRS, PRS-MOTION PICTURE PROJECTIONISTS,0,4153,17389,MOTION PICTURE PROJECTIONISTS,Some College
PRS," PRS-USHERS, LOBBY ATTENDANTS, AND TICKET TAKERS",2485,74583,6352.7,"USHERS, LOBBY ATTENDANTS, AND TICKET TAKERS",Some College
PRS, PRS-MISCELLANEOUS ENTERTAINMENT ATTENDANTS AND RELATED WORKERS,5718,331083,9270.1,MISCELLANEOUS ENTERTAINMENT ATTENDANTS AND RELATED WORKERS,Some College
PRS, PRS-EMBALMERS AND FUNERAL ATTENDANTS,678,21970,18939.8,EMBALMERS AND FUNERAL ATTENDANTS,Some College
PRS," PRS-MORTICIANS, UNDERTAKERS, AND FUNERAL DIRECTORS",649,40989,48299.1,"MORTICIANS, UNDERTAKERS, AND FUNERAL DIRECTORS",Some College
PRS, PRS-BARBERS,2881,120138,10629.8,BARBERS,High School
PRS," PRS-HAIRDRESSERS, HAIRSTYLISTS, AND COSMETOLOGISTS",13208,992884,13368,"HAIRDRESSERS, HAIRSTYLISTS, AND COSMETOLOGISTS",High School
PRS, PRS-MISCELLANEOUS PERSONAL APPEARANCE WORKERS,2558,370686,14964.3,MISCELLANEOUS PERSONAL APPEARANCE WORKERS,High School
PRS," PRS-BAGGAGE PORTERS, BELLHOPS, AND CONCIERGES",1143,100024,24875.4,"BAGGAGE PORTERS, BELLHOPS, AND CONCIERGES",Some College
PRS, PRS-TOUR AND TRAVEL GUIDES,1030,83388,12870.6,TOUR AND TRAVEL GUIDES,Some College
PRS, PRS-CHILDCARE WORKERS,34124,1839427,7865.2,CHILDCARE WORKERS,Some College
PRS, PRS-PERSONAL CARE AIDES,50558,1753485,13946.7,PERSONAL CARE AIDES,High School
PRS, PRS-RECREATION AND FITNESS WORKERS,6972,631789,13772,RECREATION AND FITNESS WORKERS,Some College
PRS, PRS-RESIDENTIAL ADVISORS,1750,91299,12872.3,RESIDENTIAL ADVISORS,Some College
PRS," PRS-PERSONAL CARE AND SERVICE WORKERS, ALL OTHER",3553,198520,13360.1,"PERSONAL CARE AND SERVICE WORKERS, ALL OTHER",Some College
SAL, SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS,46548,3508951,38509.7,FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS,Some College
SAL, SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS,17465,1359816,68334.5,FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS,Some College
SAL, SAL-CASHIERS,87433,4807700,10095.1,CASHIERS,High School
SAL, SAL-COUNTER AND RENTAL CLERKS,1257,122938,20067.3,COUNTER AND RENTAL CLERKS,Some College
SAL, SAL-PARTS SALESPERSONS,3282,139655,29667.8,PARTS SALESPERSONS,High School
SAL, SAL-RETAIL SALESPERSONS,65672,4638060,20557.6,RETAIL SALESPERSONS,Some College
SAL, SAL-ADVERTISING SALES AGENTS,2403,194141,57533.1,ADVERTISING SALES AGENTS,Bachelor Degree
SAL, SAL-INSURANCE SALES AGENTS,8450,641370,50462.1,INSURANCE SALES AGENTS,Some College
SAL," SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES AGENTS",2448,278755,111362.2,"SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES AGENTS",Bachelor Degree
SAL, SAL-TRAVEL AGENTS,1322,91939,26794,TRAVEL AGENTS,Some College
SAL," SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER",7647,767138,64298.8,"SALES REPRESENTATIVES, SERVICES, ALL OTHER",Some College
SAL," SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING",15510,1583281,65774,"SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING",Some College
SAL," SAL-MODELS, DEMONSTRATORS, AND PRODUCT PROMOTERS",2758,95429,12711.7,"MODELS, DEMONSTRATORS, AND PRODUCT PROMOTERS",Some College
SAL, SAL-REAL ESTATE BROKERS AND SALES AGENTS,12738,982878,40841.4,REAL ESTATE BROKERS AND SALES AGENTS,Some College
SAL, SAL-SALES ENGINEERS,104,37946,99899.2,SALES ENGINEERS,Bachelor Degree
SAL, SAL-TELEMARKETERS,3973,137372,14140.7,TELEMARKETERS,Some College
SAL," SAL-DOOR-TO-DOOR SALES WORKERS, NEWS AND STREET VENDORS, AND RELATED WORKERS",5720,209626,11074.2,"DOOR-TO-DOOR SALES WORKERS, NEWS AND STREET VENDORS, AND RELATED WORKERS",Some College
SAL," SAL-SALES AND RELATED WORKERS, ALL OTHER",7678,366706,43468.2,"SALES AND RELATED WORKERS, ALL OTHER",Some College
OFF, OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE SUPPORT WORKERS,23423,1598264,45257.9,FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE SUPPORT WORKERS,Some College
OFF," OFF-SWITCHBOARD OPERATORS, INCLUDING ANSWERING SERVICE",859,40443,20552.1,"SWITCHBOARD OPERATORS, INCLUDING ANSWERING SERVICE",Some College
OFF, OFF-TELEPHONE OPERATORS,1920,50528,19189.9,TELEPHONE OPERATORS,Some College
OFF," OFF-COMMUNICATIONS EQUIPMENT OPERATORS, ALL OTHER",231,13799,37864.8,"COMMUNICATIONS EQUIPMENT OPERATORS, ALL OTHER",Some College
OFF, OFF-BILL AND ACCOUNT COLLECTORS,2962,211222,27540.4,BILL AND ACCOUNT COLLECTORS,Some College
OFF, OFF-BILLING AND POSTING CLERKS,9153,561269,29322.9,BILLING AND POSTING CLERKS,Some College
OFF," OFF-BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS",24875,1467341,28069.9,"BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS",Some College
OFF, OFF-GAMING CAGE WORKERS,0,8852,23033.9,GAMING CAGE WORKERS,Some College
OFF, OFF-PAYROLL AND TIMEKEEPING CLERKS,2149,196890,34211.7,PAYROLL AND TIMEKEEPING CLERKS,Some College
OFF, OFF-PROCUREMENT CLERKS,432,36809,48487.3,PROCUREMENT CLERKS,Some College
OFF, OFF-TELLERS,5813,424417,19575,TELLERS,Some College
OFF," OFF-FINANCIAL CLERKS, ALL OTHER",877,140935,60405,"FINANCIAL CLERKS, ALL OTHER",Some College
OFF, OFF-BROKERAGE CLERKS,0,6848,40629,BROKERAGE CLERKS,Some College
OFF," OFF-COURT, MUNICIPAL, AND LICENSE CLERKS",1279,90949,31407,"COURT, MUNICIPAL, AND LICENSE CLERKS",Some College
OFF," OFF-CREDIT AUTHORIZERS, CHECKERS, AND CLERKS",976,58530,37930.3,"CREDIT AUTHORIZERS, CHECKERS, AND CLERKS",Some College
OFF, OFF-CUSTOMER SERVICE REPRESENTATIVES,51046,3365817,24661.2,CUSTOMER SERVICE REPRESENTATIVES,Some College
OFF," OFF-ELIGIBILITY INTERVIEWERS, GOVERNMENT PROGRAMS",1104,87474,35489.5,"ELIGIBILITY INTERVIEWERS, GOVERNMENT PROGRAMS",Some College
OFF, OFF-FILE CLERKS,5766,352666,19208,FILE CLERKS,Some College
OFF," OFF-HOTEL, MOTEL, AND RESORT DESK CLERKS",3385,180135,16502.1,"HOTEL, MOTEL, AND RESORT DESK CLERKS",Some College
OFF," OFF-INTERVIEWERS, EXCEPT ELIGIBILITY AND LOAN",3483,190468,20494.7,"INTERVIEWERS, EXCEPT ELIGIBILITY AND LOAN",Some College
OFF," OFF-LIBRARY ASSISTANTS, CLERICAL",2073,138389,12882.7,"LIBRARY ASSISTANTS, CLERICAL",Some College
OFF, OFF-LOAN INTERVIEWERS AND CLERKS,722,135892,37006.9,LOAN INTERVIEWERS AND CLERKS,Some College
OFF, OFF-NEW ACCOUNTS CLERKS,0,18283,41781.6,NEW ACCOUNTS CLERKS,Some College
OFF, OFF-CORRESPONDENCE CLERKS AND ORDER CLERKS,2704,179027,24794,CORRESPONDENCE CLERKS AND ORDER CLERKS,Some College
OFF," OFF-HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIMEKEEPING",408,63480,30600.1,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIMEKEEPING",Some College
OFF, OFF-RECEPTIONISTS AND INFORMATION CLERKS,27305,1539337,17712.3,RECEPTIONISTS AND INFORMATION CLERKS,Some College
OFF, OFF-RESERVATION AND TRANSPORTATION TICKET AGENTS AND TRAVEL CLERKS,1720,153974,29892.4,RESERVATION AND TRANSPORTATION TICKET AGENTS AND TRAVEL CLERKS,Some College
OFF," OFF-INFORMATION AND RECORD CLERKS, ALL OTHER",1835,134807,24680.5,"INFORMATION AND RECORD CLERKS, ALL OTHER",Some College
OFF, OFF-CARGO AND FREIGHT AGENTS,122,24503,33801,CARGO AND FREIGHT AGENTS,Some College
OFF, OFF-COURIERS AND MESSENGERS,4535,274626,25899.9,COURIERS AND MESSENGERS,Some College
OFF, OFF-DISPATCHERS,7001,326939,33398.2,DISPATCHERS,Some College
OFF," OFF-METER READERS, UTILITIES",107,34420,33777.2,"METER READERS, UTILITIES",Some College
OFF, OFF-POSTAL SERVICE CLERKS,2510,138446,39293.2,POSTAL SERVICE CLERKS,Some College
OFF, OFF-POSTAL SERVICE MAIL CARRIERS,5051,389365,40097.7,POSTAL SERVICE MAIL CARRIERS,Some College
OFF," OFF-POSTAL SERVICE MAIL SORTERS, PROCESSORS, AND PROCESSING MACHINE OPERATORS",2041,87256,35096.8,"POSTAL SERVICE MAIL SORTERS, PROCESSORS, AND PROCESSING MACHINE OPERATORS",Some College
OFF," OFF-PRODUCTION, PLANNING, AND EXPEDITING CLERKS",3703,370099,40617.4,"PRODUCTION, PLANNING, AND EXPEDITING CLERKS",Some College
OFF," OFF-SHIPPING, RECEIVING, AND TRAFFIC CLERKS",10684,743230,24618.7,"SHIPPING, RECEIVING, AND TRAFFIC CLERKS",High School
OFF, OFF-STOCK CLERKS AND ORDER FILLERS,45917,2190084,16927.5,STOCK CLERKS AND ORDER FILLERS,High School
OFF," OFF-WEIGHERS, MEASURERS, CHECKERS, AND SAMPLERS, RECORDKEEPING",1424,98101,29551.5,"WEIGHERS, MEASURERS, CHECKERS, AND SAMPLERS, RECORDKEEPING",Some College
OFF, OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS,56859,4139343,27221.6,SECRETARIES AND ADMINISTRATIVE ASSISTANTS,Some College
OFF, OFF-COMPUTER OPERATORS,1596,114410,34477.2,COMPUTER OPERATORS,Some College
OFF, OFF-DATA ENTRY KEYERS,8925,465107,22140.5,DATA ENTRY KEYERS,Some College
OFF, OFF-WORD PROCESSORS AND TYPISTS,6680,398919,23093.6,WORD PROCESSORS AND TYPISTS,Some College
OFF, OFF-INSURANCE CLAIMS AND POLICY PROCESSING CLERKS,6011,451503,33324.4,INSURANCE CLAIMS AND POLICY PROCESSING CLERKS,Some College
OFF," OFF-MAIL CLERKS AND MAIL MACHINE OPERATORS, EXCEPT POSTAL SERVICE",1857,111183,18788.1,"MAIL CLERKS AND MAIL MACHINE OPERATORS, EXCEPT POSTAL SERVICE",Some College
OFF," OFF-OFFICE CLERKS, GENERAL",23274,1727758,23303.1,"OFFICE CLERKS, GENERAL",Some College
OFF," OFF-OFFICE MACHINE OPERATORS, EXCEPT COMPUTER",1470,53224,19081.5,"OFFICE MACHINE OPERATORS, EXCEPT COMPUTER",Some College
OFF, OFF-PROOFREADERS AND COPY MARKERS,87,17189,17602.7,PROOFREADERS AND COPY MARKERS,Bachelor Degree
OFF, OFF-STATISTICAL ASSISTANTS,501,23621,40587.4,STATISTICAL ASSISTANTS,Some College
OFF," OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS",11155,760368,32113,"MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS",Some College
FFF," FFF-FIRST-LINE SUPERVISORS OF FARMING, FISHING, AND FORESTRY WORKERS",1663,69256,33432.6,"FIRST-LINE SUPERVISORS OF FARMING, FISHING, AND FORESTRY WORKERS",High School
FFF, FFF-AGRICULTURAL INSPECTORS,265,17982,35379.6,AGRICULTURAL INSPECTORS,Some College
FFF," FFF-GRADERS AND SORTERS, AGRICULTURAL PRODUCTS",3979,82399,13854.6,"GRADERS AND SORTERS, AGRICULTURAL PRODUCTS",High School
FFF," FFF-MISCELLANEOUS AGRICULTURAL WORKERS, INCLUDING ANIMAL BREEDERS",24865,1189192,15986.2,"MISCELLANEOUS AGRICULTURAL WORKERS, INCLUDING ANIMAL BREEDERS",High School
FFF, FFF-FISHING AND HUNTING WORKERS,929,59985,14973.2,FISHING AND HUNTING WORKERS,High School
FFF, FFF-FOREST AND CONSERVATION WORKERS,39,18293,23121.5,FOREST AND CONSERVATION WORKERS,High School
FFF, FFF-LOGGING WORKERS,1786,81042,19466.4,LOGGING WORKERS,High School
CON, CON-FIRST-LINE SUPERVISORS OF CONSTRUCTION TRADES AND EXTRACTION WORKERS,13429,880021,52783.6,FIRST-LINE SUPERVISORS OF CONSTRUCTION TRADES AND EXTRACTION WORKERS,High School
CON, CON-BOILERMAKERS,377,21664,49115.2,BOILERMAKERS,High School
CON," CON-BRICKMASONS, BLOCKMASONS, STONEMASONS, AND",4800,180539,25219.3,"BRICKMASONS, BLOCKMASONS, STONEMASONS, AND",High School
CON, CON-CARPENTERS,23970,1521359,23455.5,CARPENTERS,High School
CON," CON-CARPET, FLOOR, AND TILE INSTALLERS AND FINISHERS",3215,183133,21777,"CARPET, FLOOR, AND TILE INSTALLERS AND FINISHERS",High School
CON," CON-CEMENT MASONS, CONCRETE FINISHERS, AND TERRAZZO WORKERS",1680,71823,28091.5,"CEMENT MASONS, CONCRETE FINISHERS, AND TERRAZZO WORKERS",High School
CON, CON-CONSTRUCTION LABORERS,40679,2343053,22102.1,CONSTRUCTION LABORERS,High School
CON," CON-PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",416,18612,24538.7,"PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",High School
CON," CON-CONSTRUCTION EQUIPMENT OPERATORS, EXCEPT PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",6193,421950,39825.9,"CONSTRUCTION EQUIPMENT OPERATORS, EXCEPT PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",High School
CON," CON-DRYWALL INSTALLERS, CEILING TILE INSTALLERS, AND TAPERS",3882,186821,22099,"DRYWALL INSTALLERS, CEILING TILE INSTALLERS, AND TAPERS",High School
CON, CON-ELECTRICIANS,10294,921803,43006.7,ELECTRICIANS,Some College
CON, CON-GLAZIERS,353,46793,31638.5,GLAZIERS,High School
CON, CON-INSULATION WORKERS,706,49782,32156.9,INSULATION WORKERS,High School
CON, CON-PAINTERS AND PAPERHANGERS,15529,748145,18256.5,PAINTERS AND PAPERHANGERS,High School
CON," CON-PIPELAYERS, PLUMBERS, PIPEFITTERS, AND STEAMFITTERS",7339,640959,38238.9,"PIPELAYERS, PLUMBERS, PIPEFITTERS, AND STEAMFITTERS",High School
CON, CON-PLASTERERS AND STUCCO MASONS,1030,39946,24722,PLASTERERS AND STUCCO MASONS,High School
CON, CON-ROOFERS,5069,283872,20689.5,ROOFERS,High School
CON, CON-SHEET METAL WORKERS,1360,154064,35125.5,SHEET METAL WORKERS,High School
CON, CON-STRUCTURAL IRON AND STEEL WORKERS,1187,72063,39076.9,STRUCTURAL IRON AND STEEL WORKERS,High School
CON," CON-HELPERS, CONSTRUCTION TRADES",1452,63989,19973.5,"HELPERS, CONSTRUCTION TRADES",High School
CON, CON-CONSTRUCTION AND BUILDING INSPECTORS,3097,107515,41088.6,CONSTRUCTION AND BUILDING INSPECTORS,Some College
CON, CON-ELEVATOR INSTALLERS AND REPAIRERS,0,26913,69744.8,ELEVATOR INSTALLERS AND REPAIRERS,High School
CON, CON-FENCE ERECTORS,166,38809,18108.4,FENCE ERECTORS,High School
CON, CON-HAZARDOUS MATERIALS REMOVAL WORKERS,885,39848,34216.1,HAZARDOUS MATERIALS REMOVAL WORKERS,High School
CON, CON-HIGHWAY MAINTENANCE WORKERS,1649,134704,33094.3,HIGHWAY MAINTENANCE WORKERS,High School
CON, CON-RAIL-TRACK LAYING AND MAINTENANCE EQUIPMENT OPERATORS,0,18181,47405,RAIL-TRACK LAYING AND MAINTENANCE EQUIPMENT OPERATORS,High School
CON," CON-MISCELLANEOUS CONSTRUCTION WORKERS, INCLUDING SOLAR PHOTOVOLTAIC INSTALLERS, SEPTIC TANK SERVICERS AND SEWER PIPE CLEANERS",2219,92433,25986.7,"MISCELLANEOUS CONSTRUCTION WORKERS, INCLUDING SOLAR PHOTOVOLTAIC INSTALLERS, SEPTIC TANK SERVICERS AND SEWER PIPE CLEANERS",High School
EXT," EXT-DERRICK, ROTARY DRILL, AND SERVICE UNIT OPERATORS, AND ROUSTABOUTS, OIL, GAS, AND MINING",1412,54301,65950.1,"DERRICK, ROTARY DRILL, AND SERVICE UNIT OPERATORS, AND ROUSTABOUTS, OIL, GAS, AND MINING",High School
EXT," EXT-EARTH DRILLERS, EXCEPT OIL AND GAS",1016,31500,49046.8,"EARTH DRILLERS, EXCEPT OIL AND GAS",High School
EXT," EXT-EXPLOSIVES WORKERS, ORDNANCE HANDLING EXPERTS, AND BLASTERS",206,20353,38461.5,"EXPLOSIVES WORKERS, ORDNANCE HANDLING EXPERTS, AND BLASTERS",Some College
EXT, EXT-MINING MACHINE OPERATORS,2309,74941,57130.6,MINING MACHINE OPERATORS,High School
EXT," EXT-MISCELLANEOUS EXTRACTION WORKERS, INCLUDING ROOF BOLTERS AND HELPERS",1592,92871,49227.5,"MISCELLANEOUS EXTRACTION WORKERS, INCLUDING ROOF BOLTERS AND HELPERS",High School
RPR," RPR-FIRST-LINE SUPERVISORS OF MECHANICS, INSTALLERS, AND REPAIRERS",5298,321255,52409.2,"FIRST-LINE SUPERVISORS OF MECHANICS, INSTALLERS, AND REPAIRERS",Some College
RPR," RPR-COMPUTER, AUTOMATED TELLER, AND OFFICE MACHINE REPAIRERS",5873,243288,34194.2,"COMPUTER, AUTOMATED TELLER, AND OFFICE MACHINE REPAIRERS",Some College
RPR, RPR-RADIO AND TELECOMMUNICATIONS EQUIPMENT INSTALLERS AND REPAIRERS,3810,196769,42470.2,RADIO AND TELECOMMUNICATIONS EQUIPMENT INSTALLERS AND REPAIRERS,Some College
RPR, RPR-AVIONICS TECHNICIANS,397,29657,39269.7,AVIONICS TECHNICIANS,Some College
RPR," RPR-ELECTRIC MOTOR, POWER TOOL, AND RELATED REPAIRERS",123,28581,39027.9,"ELECTRIC MOTOR, POWER TOOL, AND RELATED REPAIRERS",High School
RPR," RPR-ELECTRICAL AND ELECTRONICS REPAIRERS, TRANSPORTATION EQUIPMENT, AND INDUSTRIAL AND UTILITY",152,23776,44561.7,"ELECTRICAL AND ELECTRONICS REPAIRERS, TRANSPORTATION EQUIPMENT, AND INDUSTRIAL AND UTILITY",Some College
RPR," RPR-ELECTRONIC EQUIPMENT INSTALLERS AND REPAIRERS, MOTOR VEHICLES",35,13385,44532.7,"ELECTRONIC EQUIPMENT INSTALLERS AND REPAIRERS, MOTOR VEHICLES",Some College
RPR, RPR-ELECTRONIC HOME ENTERTAINMENT EQUIPMENT INSTALLERS AND REPAIRERS,483,48827,32792.7,ELECTRONIC HOME ENTERTAINMENT EQUIPMENT INSTALLERS AND REPAIRERS,Some College
RPR, RPR-SECURITY AND FIRE ALARM SYSTEMS INSTALLERS,832,65132,38021.2,SECURITY AND FIRE ALARM SYSTEMS INSTALLERS,Some College
RPR, RPR-AIRCRAFT MECHANICS AND SERVICE TECHNICIANS,2210,219734,47259.3,AIRCRAFT MECHANICS AND SERVICE TECHNICIANS,Some College
RPR, RPR-AUTOMOTIVE BODY AND RELATED REPAIRERS,3222,168403,31754.5,AUTOMOTIVE BODY AND RELATED REPAIRERS,High School
RPR, RPR-AUTOMOTIVE GLASS INSTALLERS AND REPAIRERS,55,21440,26608.1,AUTOMOTIVE GLASS INSTALLERS AND REPAIRERS,High School
RPR, RPR-AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS,16247,973777,29366.4,AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS,High School
RPR, RPR-BUS AND TRUCK MECHANICS AND DIESEL ENGINE SPECIALISTS,5884,362061,37156.1,BUS AND TRUCK MECHANICS AND DIESEL ENGINE SPECIALISTS,High School
RPR, RPR-HEAVY VEHICLE AND MOBILE EQUIPMENT SERVICE TECHNICIANS AND MECHANICS,5606,237650,43494.3,HEAVY VEHICLE AND MOBILE EQUIPMENT SERVICE TECHNICIANS AND MECHANICS,High School
RPR, RPR-SMALL ENGINE MECHANICS,611,62653,22230.2,SMALL ENGINE MECHANICS,High School
