sector,fulltitle,yes,no,average_wage,jobtype,exp_ed
RPR," RPR-MISCELLANEOUS VEHICLE AND MOBILE EQUIPMENT MECHANICS, INSTALLERS, AND REPAIRERS",2187,96812,23816.9,"MISCELLANEOUS VEHICLE AND MOBILE EQUIPMENT MECHANICS, INSTALLERS, AND REPAIRERS",High School
RPR, RPR-CONTROL AND VALVE INSTALLERS AND REPAIRERS,226,23873,49057.7,CONTROL AND VALVE INSTALLERS AND REPAIRERS,Some College
RPR," RPR-HEATING, AIR CONDITIONING, AND REFRIGERATION MECHANICS AND INSTALLERS",8420,423954,36543,"HEATING, AIR CONDITIONING, AND REFRIGERATION MECHANICS AND INSTALLERS",High School
RPR, RPR-HOME APPLIANCE REPAIRERS,325,45647,28299.4,HOME APPLIANCE REPAIRERS,High School
RPR, RPR-INDUSTRIAL AND REFRACTORY MACHINERY MECHANICS,9708,460699,43062.7,INDUSTRIAL AND REFRACTORY MACHINERY MECHANICS,High School
RPR," RPR-MAINTENANCE AND REPAIR WORKERS, GENERAL",11754,596186,36030.3,"MAINTENANCE AND REPAIR WORKERS, GENERAL",High School
RPR," RPR-MAINTENANCE WORKERS, MACHINERY",1718,38235,45266.1,"MAINTENANCE WORKERS, MACHINERY",High School
RPR, RPR-MILLWRIGHTS,1113,58158,48518.2,MILLWRIGHTS,High School
RPR, RPR-ELECTRICAL POWER-LINE INSTALLERS AND REPAIRERS,1159,132534,64071.5,ELECTRICAL POWER-LINE INSTALLERS AND REPAIRERS,Some College
RPR, RPR-TELECOMMUNICATIONS LINE INSTALLERS AND REPAIRERS,2457,178608,42699.2,TELECOMMUNICATIONS LINE INSTALLERS AND REPAIRERS,Some College
RPR, RPR-PRECISION INSTRUMENT AND EQUIPMENT REPAIRERS,2348,74703,38440.9,PRECISION INSTRUMENT AND EQUIPMENT REPAIRERS,Some College
RPR," RPR-COIN, VENDING, AND AMUSEMENT MACHINE SERVICERS AND REPAIRERS",1408,39732,23934.4,"COIN, VENDING, AND AMUSEMENT MACHINE SERVICERS AND REPAIRERS",Some College
RPR, RPR-LOCKSMITHS AND SAFE REPAIRERS,906,28888,29738.8,LOCKSMITHS AND SAFE REPAIRERS,High School
RPR, RPR-RIGGERS,0,12913,43722.1,RIGGERS,High School
RPR," RPR-HELPERS--INSTALLATION, MAINTENANCE, AND REPAIR WORKERS",143,30621,17992.8,"HELPERS--INSTALLATION, MAINTENANCE, AND REPAIR WORKERS",High School
RPR," RPR-MISCELLANEOUS INSTALLATION, MAINTENANCE, AND REPAIR",6993,358762,31198.1,"MISCELLANEOUS INSTALLATION, MAINTENANCE, AND REPAIR",High School
RPR, PRD-FIRST-LINE SUPERVISORS OF PRODUCTION AND OPERATING WORKERS,14906,1004327,51431.3,FIRST-LINE SUPERVISORS OF PRODUCTION AND OPERATING WORKERS,Some College
RPR," PRD-AIRCRAFT STRUCTURE, SURFACES, RIGGING, AND SYSTEMS ASSEMBLERS",0,8895,36480.5,"AIRCRAFT STRUCTURE, SURFACES, RIGGING, AND SYSTEMS ASSEMBLERS",High School
RPR," PRD-ELECTRICAL, ELECTRONICS, AND ELECTROMECHANICAL ASSEMBLERS",2553,165795,26666.8,"ELECTRICAL, ELECTRONICS, AND ELECTROMECHANICAL ASSEMBLERS",High School
RPR, PRD-ENGINE AND OTHER MACHINE ASSEMBLERS,85,14871,33761.9,ENGINE AND OTHER MACHINE ASSEMBLERS,High School
RPR, PRD-STRUCTURAL METAL FABRICATORS AND FITTERS,826,35821,32864.3,STRUCTURAL METAL FABRICATORS AND FITTERS,High School
RPR, PRD-MISCELLANEOUS ASSEMBLERS AND FABRICATORS,23487,1314683,25544.9,MISCELLANEOUS ASSEMBLERS AND FABRICATORS,High School
RPR, PRD-BAKERS,5674,289728,17604.4,BAKERS,High School
PRD," PRD-BUTCHERS AND OTHER MEAT, POULTRY, AND FISH PROCESSING WORKERS",6959,321872,23338.4,"BUTCHERS AND OTHER MEAT, POULTRY, AND FISH PROCESSING WORKERS",High School
PRD," PRD-FOOD AND TOBACCO ROASTING, BAKING, AND DRYING MACHINE OPERATORS AND TENDERS",719,10737,25917.9,"FOOD AND TOBACCO ROASTING, BAKING, AND DRYING MACHINE OPERATORS AND TENDERS",High School
PRD, PRD-FOOD BATCHMAKERS,2549,115681,19183.4,FOOD BATCHMAKERS,High School
PRD, PRD-FOOD COOKING MACHINE OPERATORS AND TENDERS,171,12205,14819.7,FOOD COOKING MACHINE OPERATORS AND TENDERS,High School
PRD," PRD-FOOD PROCESSING WORKERS, ALL OTHER",2493,156957,27235.6,"FOOD PROCESSING WORKERS, ALL OTHER",High School
PRD, PRD-COMPUTER CONTROL PROGRAMMERS AND OPERATORS,1248,105689,39628.5,COMPUTER CONTROL PROGRAMMERS AND OPERATORS,Some College
PRD," PRD-EXTRUDING AND DRAWING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",518,15413,31353.9,"EXTRUDING AND DRAWING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",High School
PRD," PRD-FORGING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",0,9250,35060.6,"FORGING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",High School
PRD," PRD-ROLLING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",392,9340,40947,"ROLLING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",High School
PRD," PRD-MACHINE TOOL CUTTING SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",5153,179867,27900.9,"MACHINE TOOL CUTTING SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",High School
PRD, PRD-MACHINISTS,6207,405581,39595.1,MACHINISTS,High School
PRD," PRD-METAL FURNACE OPERATORS, TENDERS, POURERS, AND CASTERS",529,26083,38318.2,"METAL FURNACE OPERATORS, TENDERS, POURERS, AND CASTERS",High School
PRD," PRD-MODEL MAKERS, PATTERNMAKERS, AND MOLDING MACHINE SETTERS, METAL AND PLASTIC",994,58378,31534.6,"MODEL MAKERS, PATTERNMAKERS, AND MOLDING MACHINE SETTERS, METAL AND PLASTIC",High School
PRD, PRD-TOOL AND DIE MAKERS,942,68688,44120.7,TOOL AND DIE MAKERS,High School
PRD," PRD-WELDING, SOLDERING, AND BRAZING WORKERS",15788,747754,34537,"WELDING, SOLDERING, AND BRAZING WORKERS",High School
PRD," PRD-MISCELLANEOUS METAL WORKERS AND PLASTIC WORKERS, INCLUDING MULTIPLE MACHINE TOOL SETTERS",10563,510139,30137.3,"MISCELLANEOUS METAL WORKERS AND PLASTIC WORKERS, INCLUDING MULTIPLE MACHINE TOOL SETTERS",High School
PRD, PRD-PREPRESS TECHNICIANS AND WORKERS,413,30820,25140.6,PREPRESS TECHNICIANS AND WORKERS,Some College
PRD, PRD-PRINTING PRESS OPERATORS,3401,217336,28513,PRINTING PRESS OPERATORS,High School
PRD, PRD-PRINT BINDING AND FINISHING WORKERS,956,26878,23164.4,PRINT BINDING AND FINISHING WORKERS,High School
PRD, PRD-LAUNDRY AND DRY-CLEANING WORKERS,6410,247544,15551.4,LAUNDRY AND DRY-CLEANING WORKERS,High School
PRD," PRD-PRESSERS, TEXTILE, GARMENT, AND RELATED MATERIALS",1482,59062,14146.9,"PRESSERS, TEXTILE, GARMENT, AND RELATED MATERIALS",High School
PRD, PRD-SEWING MACHINE OPERATORS,6285,251222,15843.5,SEWING MACHINE OPERATORS,High School
PRD, PRD-SHOE AND LEATHER WORKERS,255,16440,15256,SHOE AND LEATHER WORKERS,High School
PRD," PRD-TAILORS, DRESSMAKERS, AND SEWERS",2905,94781,15136.1,"TAILORS, DRESSMAKERS, AND SEWERS",High School
PRD," PRD-TEXTILE BLEACHING AND DYEING, AND CUTTING MACHINE SETTERS, OPERATORS, AND TENDERS",50,13763,20946.1,"TEXTILE BLEACHING AND DYEING, AND CUTTING MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD," PRD-TEXTILE KNITTING AND WEAVING MACHINE SETTERS, OPERATORS, AND TENDERS",181,10755,19473.7,"TEXTILE KNITTING AND WEAVING MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD," PRD-TEXTILE WINDING, TWISTING, AND DRAWING OUT MACHINE SETTERS, OPERATORS, AND TENDERS",289,15944,19542.9,"TEXTILE WINDING, TWISTING, AND DRAWING OUT MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD, PRD-UPHOLSTERERS,392,40411,19277,UPHOLSTERERS,High School
PRD," PRD-MISCELLANEOUS TEXTILE, APPAREL, AND FURNISHINGS WORKERS, EXCEPT UPHOLSTERERS",576,22898,23874.2,"MISCELLANEOUS TEXTILE, APPAREL, AND FURNISHINGS WORKERS, EXCEPT UPHOLSTERERS",High School
PRD, PRD-CABINETMAKERS AND BENCH CARPENTERS,770,59381,21784.4,CABINETMAKERS AND BENCH CARPENTERS,High School
PRD, PRD-FURNITURE FINISHERS,370,17960,18171.7,FURNITURE FINISHERS,High School
PRD," PRD-SAWING MACHINE SETTERS, OPERATORS, AND TENDERS, WOOD",933,43498,20248.2,"SAWING MACHINE SETTERS, OPERATORS, AND TENDERS, WOOD",High School
PRD," PRD-WOODWORKING MACHINE SETTERS, OPERATORS, AND TENDERS, EXCEPT SAWING",528,19950,19380.3,"WOODWORKING MACHINE SETTERS, OPERATORS, AND TENDERS, EXCEPT SAWING",High School
PRD," PRD-MISCELLANEOUS WOODWORKERS, INCLUDING MODEL MAKERS AND PATTERNMAKERS",851,40393,20726.2,"MISCELLANEOUS WOODWORKERS, INCLUDING MODEL MAKERS AND PATTERNMAKERS",High School
PRD," PRD-POWER PLANT OPERATORS, DISTRIBUTORS, AND DISPATCHERS",391,55594,78251.6,"POWER PLANT OPERATORS, DISTRIBUTORS, AND DISPATCHERS",Some College
PRD, PRD-STATIONARY ENGINEERS AND BOILER OPERATORS,1680,113152,51553.3,STATIONARY ENGINEERS AND BOILER OPERATORS,Some College
PRD, PRD-WATER AND WASTEWATER TREATMENT PLANT AND SYSTEM OPERATORS,909,96357,44531.3,WATER AND WASTEWATER TREATMENT PLANT AND SYSTEM OPERATORS,Some College
PRD, PRD-MISCELLANEOUS PLANT AND SYSTEM OPERATORS,713,53060,56570.7,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,Some College
PRD," PRD-CHEMICAL PROCESSING MACHINE SETTERS, OPERATORS, AND TENDERS",775,62690,44423.5,"CHEMICAL PROCESSING MACHINE SETTERS, OPERATORS, AND TENDERS",Some College
PRD," PRD-CRUSHING, GRINDING, POLISHING, MIXING, AND BLENDING WORKERS",2725,105954,33804.3,"CRUSHING, GRINDING, POLISHING, MIXING, AND BLENDING WORKERS",High School
PRD, PRD-CUTTING WORKERS,3569,88430,21464.1,CUTTING WORKERS,High School
PRD," PRD-EXTRUDING, FORMING, PRESSING, AND COMPACTING MACHINE SETTERS, OPERATORS, AND TENDERS",775,31492,30098.4,"EXTRUDING, FORMING, PRESSING, AND COMPACTING MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD," PRD-FURNACE, KILN, OVEN, DRIER, AND KETTLE OPERATORS AND TENDERS",298,16448,32291.8,"FURNACE, KILN, OVEN, DRIER, AND KETTLE OPERATORS AND TENDERS",High School
PRD," PRD-INSPECTORS, TESTERS, SORTERS, SAMPLERS, AND WEIGHERS",15604,983563,34500.9,"INSPECTORS, TESTERS, SORTERS, SAMPLERS, AND WEIGHERS",Some College
PRD, PRD-JEWELERS AND PRECIOUS STONE AND METAL WORKERS,681,52955,23325.4,JEWELERS AND PRECIOUS STONE AND METAL WORKERS,Some College
PRD," PRD-MEDICAL, DENTAL, AND OPHTHALMIC LABORATORY TECHNICIANS",785,104935,28805.5,"MEDICAL, DENTAL, AND OPHTHALMIC LABORATORY TECHNICIANS",Some College
PRD, PRD-PACKAGING AND FILLING MACHINE OPERATORS AND TENDERS,6838,346658,19924.4,PACKAGING AND FILLING MACHINE OPERATORS AND TENDERS,High School
PRD, PRD-PAINTING WORKERS,2891,181526,29455.3,PAINTING WORKERS,High School
PRD, PRD-PHOTOGRAPHIC PROCESS WORKERS AND PROCESSING MACHINE OPERATORS,671,37030,26782.8,PHOTOGRAPHIC PROCESS WORKERS AND PROCESSING MACHINE OPERATORS,Some College
PRD, PRD-ADHESIVE BONDING MACHINE OPERATORS AND TENDERS,317,10455,24233,ADHESIVE BONDING MACHINE OPERATORS AND TENDERS,High School
PRD, PRD-ETCHERS AND ENGRAVERS,424,12303,21913.7,ETCHERS AND ENGRAVERS,Some College
PRD," PRD-MOLDERS, SHAPERS, AND CASTERS, EXCEPT METAL AND PLASTIC",405,37285,27755.7,"MOLDERS, SHAPERS, AND CASTERS, EXCEPT METAL AND PLASTIC",High School
PRD," PRD-PAPER GOODS MACHINE SETTERS, OPERATORS, AND TENDERS",597,29129,28850,"PAPER GOODS MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD, PRD-TIRE BUILDERS,201,16686,38975.5,TIRE BUILDERS,High School
PRD, PRD-HELPERS-PRODUCTION WORKERS,1611,69509,17984.8,HELPERS-PRODUCTION WORKERS,High School
PRD," PRD-MISCELLANEOUS PRODUCTION WORKERS, INCLUDING SEMICONDUCTOR PROCESSORS",32580,1587834,28542.5,"MISCELLANEOUS PRODUCTION WORKERS, INCLUDING SEMICONDUCTOR PROCESSORS",High School
TRN, TRN-SUPERVISORS OF TRANSPORTATION AND MATERIAL MOVING WORKERS,3569,250190,44806.9,SUPERVISORS OF TRANSPORTATION AND MATERIAL MOVING WORKERS,Some College
TRN, TRN-AIRCRAFT PILOTS AND FLIGHT ENGINEERS,668,165827,107038.6,AIRCRAFT PILOTS AND FLIGHT ENGINEERS,Bachelor Degree
TRN, TRN-AIR TRAFFIC CONTROLLERS AND AIRFIELD OPERATIONS SPECIALISTS,184,50995,74452.2,AIR TRAFFIC CONTROLLERS AND AIRFIELD OPERATIONS SPECIALISTS,Some College
TRN, TRN-FLIGHT ATTENDANTS,1034,115221,38985.8,FLIGHT ATTENDANTS,Some College
TRN," TRN-AMBULANCE DRIVERS AND ATTENDANTS, EXCEPT EMERGENCY MEDICAL TECHNICIANS",179,16735,21931.6,"AMBULANCE DRIVERS AND ATTENDANTS, EXCEPT EMERGENCY MEDICAL TECHNICIANS",Some College
TRN, TRN-BUS DRIVERS,8941,763125,22476.6,BUS DRIVERS,Some College
TRN, TRN-DRIVER/SALES WORKERS AND TRUCK DRIVERS,64876,4192315,31838,DRIVER/SALES WORKERS AND TRUCK DRIVERS,High School
TRN, TRN-TAXI DRIVERS AND CHAUFFEURS,11754,514433,17466.1,TAXI DRIVERS AND CHAUFFEURS,Some College
TRN," TRN-MOTOR VEHICLE OPERATORS, ALL OTHER",1697,76135,11969.2,"MOTOR VEHICLE OPERATORS, ALL OTHER",Some College
TRN, TRN-LOCOMOTIVE ENGINEERS AND OPERATORS,1074,50170,70658.7,LOCOMOTIVE ENGINEERS AND OPERATORS,Some College
TRN, TRN-RAILROAD CONDUCTORS AND YARDMASTERS,717,65392,55472.1,RAILROAD CONDUCTORS AND YARDMASTERS,Some College
TRN," TRN-SUBWAY, STREETCAR, AND OTHER RAIL TRANSPORTATION WORKERS",410,24177,44642.2,"SUBWAY, STREETCAR, AND OTHER RAIL TRANSPORTATION WORKERS",Some College
TRN," TRN-SAILORS AND MARINE OILERS, AND SHIP ENGINEERS",734,43971,42117.6,"SAILORS AND MARINE OILERS, AND SHIP ENGINEERS",Some College
TRN, TRN-SHIP AND BOAT CAPTAINS AND OPERATORS,610,59419,59330.2,SHIP AND BOAT CAPTAINS AND OPERATORS,Some College
TRN, TRN-PARKING LOT ATTENDANTS,1322,110311,16359.6,PARKING LOT ATTENDANTS,High School
TRN, TRN-AUTOMOTIVE AND WATERCRAFT SERVICE ATTENDANTS,2834,124626,15233.8,AUTOMOTIVE AND WATERCRAFT SERVICE ATTENDANTS,High School
TRN, TRN-TRANSPORTATION INSPECTORS,1941,52596,47222.3,TRANSPORTATION INSPECTORS,Some College
TRN," TRN-TRANSPORTATION ATTENDANTS, EXCEPT FLIGHT ATTENDANTS",991,43301,19798.1,"TRANSPORTATION ATTENDANTS, EXCEPT FLIGHT ATTENDANTS",High School
TRN," TRN-MISCELLANEOUS TRANSPORTATION WORKERS, INCLUDING BRIDGE AND LOCK TENDERS AND TRAFFIC TECHNICIANS",573,37347,36233.3,"MISCELLANEOUS TRANSPORTATION WORKERS, INCLUDING BRIDGE AND LOCK TENDERS AND TRAFFIC TECHNICIANS",Some College
TRN, TRN-CRANE AND TOWER OPERATORS,1121,68749,54529.5,CRANE AND TOWER OPERATORS,High School
TRN," TRN-DREDGE, EXCAVATING, AND LOADING MACHINE OPERATORS",1417,42286,29435.3,"DREDGE, EXCAVATING, AND LOADING MACHINE OPERATORS",High School
TRN," TRN-CONVEYOR OPERATORS AND TENDERS, AND HOIST AND WINCH OPERATORS",85,17279,36807.8,"CONVEYOR OPERATORS AND TENDERS, AND HOIST AND WINCH OPERATORS",High School
TRN, TRN-INDUSTRIAL TRUCK AND TRACTOR OPERATORS,12504,693807,27009.2,INDUSTRIAL TRUCK AND TRACTOR OPERATORS,High School
TRN, TRN-CLEANERS OF VEHICLES AND EQUIPMENT,12681,488849,15399.6,CLEANERS OF VEHICLES AND EQUIPMENT,High School
TRN," TRN-LABORERS AND FREIGHT, STOCK, AND MATERIAL MOVERS, HAND",61097,3013421,19586.6,"LABORERS AND FREIGHT, STOCK, AND MATERIAL MOVERS, HAND",High School
TRN, TRN-MACHINE FEEDERS AND OFFBEARERS,245,39022,17685.7,MACHINE FEEDERS AND OFFBEARERS,High School
TRN," TRN-PACKERS AND PACKAGERS, HAND",17070,683538,15303.1,"PACKERS AND PACKAGERS, HAND",High School
TRN, TRN-PUMPING STATION OPERATORS,1016,32729,46409.8,PUMPING STATION OPERATORS,High School
TRN, TRN-REFUSE AND RECYCLABLE MATERIAL COLLECTORS,3536,131558,20268.5,REFUSE AND RECYCLABLE MATERIAL COLLECTORS,High School
TRN," TRN-MISCELLANEOUS MATERIAL MOVING WORKERS, INCLUDING MINE SHUTTLE CAR OPERATORS, AND TANK CAR, TRUCK, AND SHIP LOADERS",2524,72086,30598.8,"MISCELLANEOUS MATERIAL MOVING WORKERS, INCLUDING MINE SHUTTLE CAR OPERATORS, AND TANK CAR, TRUCK, AND SHIP LOADERS",High School
MIL, MIL-MILITARY OFFICER SPECIAL AND TACTICAL OPERATIONS LEADERS,179,48915,58631.2,MILITARY OFFICER SPECIAL AND TACTICAL OPERATIONS LEADERS,Bachelor Degree
MIL, MIL-FIRST-LINE ENLISTED MILITARY SUPERVISORS,2035,108983,51594.2,FIRST-LINE ENLISTED MILITARY SUPERVISORS,Some College
MIL, MIL-MILITARY ENLISTED TACTICAL OPERATIONS AND AIR/WEAPONS SPECIALISTS AND CREW MEMBERS,836,170683,24305.7,MILITARY ENLISTED TACTICAL OPERATIONS AND AIR/WEAPONS SPECIALISTS AND CREW MEMBERS,Some College
MIL," MIL-MILITARY, RANK NOT SPECIFIED",2746,272231,40756.4,"MILITARY, RANK NOT SPECIFIED",Some College
NA, UNEMPLOYED AND LAST WORKED 5 YEARS AGO OR EARLIER OR NEVER WORKED **,55055,2078819,0,UNEMPLOYED AND LAST WORKED 5 YEARS AGO OR EARLIER OR NEVER WORKED **,High School
